Iteration	Posterior	Likelihood	Prior	rho[1][3]
0	-19910.26	0	-19910.26	-0.960854
500	-1688.78	0	-1688.78	-0.7818173
1000	-1397.975	0	-1397.975	-0.6997416
1500	-1372.226	0	-1372.226	-0.6686329
2000	-1357.784	0	-1357.784	-0.6440876
2500	-1273.304	0	-1273.304	-0.5544084
3000	-1247.177	0	-1247.177	-0.6061509
3500	-1243.089	0	-1243.089	-0.5948741
4000	-1233.841	0	-1233.841	-0.5350512
4500	-1229.855	0	-1229.855	-0.5470518
5000	-1244.607	0	-1244.607	-0.4562245
5500	-1233.043	0	-1233.043	-0.5260552
6000	-1205.076	0	-1205.076	-0.5296765
6500	-1262.288	0	-1262.288	-0.4107601
7000	-1211.548	0	-1211.548	-0.3162487
7500	-1219.565	0	-1219.565	-0.5614104
8000	-1250.792	0	-1250.792	-0.4370227
8500	-1245.997	0	-1245.997	-0.2429161
9000	-1316.824	0	-1316.824	-0.156539
9500	-1230.902	0	-1230.902	-0.2691462
10000	-1272.767	0	-1272.767	-0.2563113
10500	-1233.876	0	-1233.876	-0.277984
11000	-1172.672	0	-1172.672	-0.1084054
11500	-1164.007	0	-1164.007	-0.1806792
12000	-1157.338	0	-1157.338	-0.02322914
12500	-1129.603	0	-1129.603	-0.01662515
13000	-1111.142	0	-1111.142	-0.2783218
13500	-1125.284	0	-1125.284	-0.1434488
14000	-1107.958	0	-1107.958	-0.0545309
14500	-1131.495	0	-1131.495	-0.1852287
15000	-1192.714	0	-1192.714	-0.1139573
15500	-1186.817	0	-1186.817	-0.2901178
16000	-1218.837	0	-1218.837	-0.1373284
16500	-1186.263	0	-1186.263	-0.07794237
17000	-1216.814	0	-1216.814	0.03775686
17500	-1175.131	0	-1175.131	0.08342722
18000	-1144.735	0	-1144.735	0.09425609
18500	-1100.203	0	-1100.203	0.002113191
19000	-1093.598	0	-1093.598	-0.2086202
19500	-1090.616	0	-1090.616	-0.1396075
20000	-1096.407	0	-1096.407	-0.348899
20500	-1074.927	0	-1074.927	-0.09008456
21000	-1075.592	0	-1075.592	0.01804199
21500	-1061.054	0	-1061.054	-0.2692026
22000	-1010.929	0	-1010.929	-0.1700295
22500	-975.3933	0	-975.3933	-0.1190546
23000	-1015.859	0	-1015.859	0.06477451
23500	-1072.075	0	-1072.075	0.06769744
24000	-1021.387	0	-1021.387	0.02254343
24500	-1129.329	0	-1129.329	0.1355291
25000	-1013.339	0	-1013.339	-0.1048306
25500	-1101.822	0	-1101.822	0.05952818
26000	-1027.849	0	-1027.849	0.003465476
26500	-1019.711	0	-1019.711	0.001949967
27000	-1048.577	0	-1048.577	-0.05761471
27500	-1066.876	0	-1066.876	0.1294611
28000	-998.7576	0	-998.7576	0.1404333
28500	-990.117	0	-990.117	0.1217218
29000	-1054.344	0	-1054.344	0.01067556
29500	-1023.887	0	-1023.887	0.06464131
30000	-1076.373	0	-1076.373	0.1360923
30500	-1064.916	0	-1064.916	-0.04455097
31000	-1023.95	0	-1023.95	0.08769648
31500	-1016.042	0	-1016.042	-0.06961644
32000	-1016.373	0	-1016.373	-0.1176564
32500	-1162.796	0	-1162.796	0.1040297
33000	-1131.47	0	-1131.47	0.1296984
33500	-1164.321	0	-1164.321	0.009476606
34000	-1081.814	0	-1081.814	0.04729836
34500	-1034.262	0	-1034.262	0.006843234
35000	-873.9935	0	-873.9935	0.06864873
35500	-886.2134	0	-886.2134	0.06936103
36000	-920.7745	0	-920.7745	-0.1155934
36500	-986.173	0	-986.173	0.005986325
37000	-949.1191	0	-949.1191	-0.0714954
37500	-957.1752	0	-957.1752	-0.1547254
38000	-903.3183	0	-903.3183	-0.04046027
38500	-976.9052	0	-976.9052	-0.01210686
39000	-891.3597	0	-891.3597	0.0002569265
39500	-835.7126	0	-835.7126	0.06565979
40000	-816.9829	0	-816.9829	0.04705359
40500	-896.1632	0	-896.1632	0.02763626
41000	-904.0288	0	-904.0288	-0.04718245
41500	-838.2874	0	-838.2874	0.0566738
42000	-948.7113	0	-948.7113	-0.05014736
42500	-934.288	0	-934.288	-0.2011715
43000	-966.5111	0	-966.5111	-0.02785908
43500	-1053.589	0	-1053.589	-0.01035837
44000	-1095.542	0	-1095.542	0.2583428
44500	-1020.864	0	-1020.864	0.03149092
45000	-993.9178	0	-993.9178	0.110632
45500	-1022.196	0	-1022.196	0.09982338
46000	-1001.297	0	-1001.297	0.02873822
46500	-1037.242	0	-1037.242	-0.1053343
47000	-1014.093	0	-1014.093	0.05304774
47500	-1008.664	0	-1008.664	0.1339216
48000	-956.3027	0	-956.3027	0.09659963
48500	-1026.89	0	-1026.89	0.2347524
49000	-948.1402	0	-948.1402	0.2066479
49500	-1002.882	0	-1002.882	0.2320713
50000	-1060.238	0	-1060.238	0.08479006
50500	-945.9575	0	-945.9575	-0.20014
51000	-978.5115	0	-978.5115	-0.06892775
51500	-1001.257	0	-1001.257	-0.01355633
52000	-968.4032	0	-968.4032	-0.2571932
52500	-956.7235	0	-956.7235	0.02137275
53000	-969.1329	0	-969.1329	0.04493743
53500	-986.8941	0	-986.8941	0.02260868
54000	-1049.882	0	-1049.882	0.07085723
54500	-1045.87	0	-1045.87	-0.1521981
55000	-1005.443	0	-1005.443	-0.2993385
55500	-1015.051	0	-1015.051	0.08389728
56000	-949.2985	0	-949.2985	-0.07759189
56500	-940.8776	0	-940.8776	0.0556535
57000	-988.6546	0	-988.6546	-0.05756194
57500	-1001.316	0	-1001.316	-0.0949578
58000	-910.2717	0	-910.2717	0.06774249
58500	-913.3669	0	-913.3669	-0.04061451
59000	-968.9513	0	-968.9513	-0.07106944
59500	-1024.47	0	-1024.47	-0.1235506
60000	-1028.464	0	-1028.464	0.04710679
60500	-1065.212	0	-1065.212	0.02723788
61000	-1047.61	0	-1047.61	-0.05266446
61500	-1056.5	0	-1056.5	-0.1478515
62000	-1005.131	0	-1005.131	-0.2372575
62500	-1022.296	0	-1022.296	-0.2667342
63000	-1074.539	0	-1074.539	-0.1601806
63500	-1084.343	0	-1084.343	-0.2095721
64000	-1045.489	0	-1045.489	-0.4409407
64500	-1043.35	0	-1043.35	-0.2184643
65000	-1030.347	0	-1030.347	-0.1336811
65500	-1011.18	0	-1011.18	-0.1047847
66000	-966.5263	0	-966.5263	-0.08993728
66500	-1070.631	0	-1070.631	-0.2225916
67000	-1048.789	0	-1048.789	-0.202512
67500	-1059.139	0	-1059.139	-0.4842883
68000	-1101.01	0	-1101.01	-0.3109378
68500	-1131.598	0	-1131.598	-0.3658017
69000	-1140.189	0	-1140.189	-0.05451506
69500	-1132.832	0	-1132.832	-0.208702
70000	-1110.812	0	-1110.812	-0.06143621
70500	-1109.45	0	-1109.45	-0.03172916
71000	-1123.701	0	-1123.701	0.01164122
71500	-1097.715	0	-1097.715	0.1217651
72000	-1075.54	0	-1075.54	-0.113851
72500	-1001.833	0	-1001.833	0.04135598
73000	-1041.637	0	-1041.637	-0.1407212
73500	-1041.314	0	-1041.314	-0.1122199
74000	-1065.581	0	-1065.581	-0.2745656
74500	-1016.849	0	-1016.849	-0.4008838
75000	-975.6918	0	-975.6918	-0.234564
75500	-1069.259	0	-1069.259	-0.1747023
76000	-1139.74	0	-1139.74	-0.1640741
76500	-1127.348	0	-1127.348	-0.1714977
77000	-1100.26	0	-1100.26	-0.0756697
77500	-1136.644	0	-1136.644	0.1798705
78000	-1178.864	0	-1178.864	0.2187721
78500	-1132.487	0	-1132.487	0.02192003
79000	-1170.039	0	-1170.039	0.0009625742
79500	-1176.702	0	-1176.702	0.07720735
80000	-1118.807	0	-1118.807	0.05361337
80500	-1081.79	0	-1081.79	0.07612546
81000	-1087.906	0	-1087.906	-0.0212938
81500	-1073.824	0	-1073.824	-0.002638814
82000	-1146.316	0	-1146.316	0.03514072
82500	-1106.435	0	-1106.435	0.06901713
83000	-1071.092	0	-1071.092	-0.1833178
83500	-1110.902	0	-1110.902	-0.09464485
84000	-1214.837	0	-1214.837	-0.03207811
84500	-1128.715	0	-1128.715	-0.0319047
85000	-1206.585	0	-1206.585	0.2088514
85500	-1176.553	0	-1176.553	0.01857533
86000	-1157.587	0	-1157.587	-0.07062055
86500	-1173.006	0	-1173.006	-0.1516136
87000	-1192.339	0	-1192.339	0.02796615
87500	-1149.826	0	-1149.826	0.0006895307
88000	-1166.407	0	-1166.407	-0.03514557
88500	-1172.54	0	-1172.54	0.1041889
89000	-1200.745	0	-1200.745	0.2197597
89500	-1165.242	0	-1165.242	0.1796086
90000	-1196.752	0	-1196.752	0.05438977
90500	-1214.809	0	-1214.809	-0.03494366
91000	-1230.982	0	-1230.982	0.02408949
91500	-1161.695	0	-1161.695	0.07892622
92000	-1160.732	0	-1160.732	-0.03095283
92500	-1130.909	0	-1130.909	0.05124142
93000	-1139.516	0	-1139.516	0.1744812
93500	-1194.751	0	-1194.751	0.2843767
94000	-1187.081	0	-1187.081	-0.03390745
94500	-1162.32	0	-1162.32	-0.02104802
95000	-1188.714	0	-1188.714	0.08928758
95500	-1155.381	0	-1155.381	0.1011067
96000	-1104.914	0	-1104.914	-0.1345978
96500	-1093.671	0	-1093.671	-0.1408399
97000	-1104.541	0	-1104.541	0.06793826
97500	-1123.34	0	-1123.34	0.2340232
98000	-1115.16	0	-1115.16	0.1010695
98500	-1177.458	0	-1177.458	-0.1877923
