Iteration	Posterior	Likelihood	Prior	rho[2][3]
0	-19910.26	0	-19910.26	0.3440659
500	-1688.78	0	-1688.78	0.582917
1000	-1397.975	0	-1397.975	0.5132125
1500	-1372.226	0	-1372.226	0.4350041
2000	-1357.784	0	-1357.784	0.4857892
2500	-1273.304	0	-1273.304	0.4946709
3000	-1247.177	0	-1247.177	0.5506301
3500	-1243.089	0	-1243.089	0.467701
4000	-1233.841	0	-1233.841	0.3507117
4500	-1229.855	0	-1229.855	0.3306897
5000	-1244.607	0	-1244.607	0.304906
5500	-1233.043	0	-1233.043	0.2275835
6000	-1205.076	0	-1205.076	0.2683214
6500	-1262.288	0	-1262.288	0.2444679
7000	-1211.548	0	-1211.548	0.2525279
7500	-1219.565	0	-1219.565	-0.1281157
8000	-1250.792	0	-1250.792	-0.1018445
8500	-1245.997	0	-1245.997	-0.0421108
9000	-1316.824	0	-1316.824	-0.1648846
9500	-1230.902	0	-1230.902	0.008788168
10000	-1272.767	0	-1272.767	0.1338026
10500	-1233.876	0	-1233.876	-0.01155503
11000	-1172.672	0	-1172.672	0.1842538
11500	-1164.007	0	-1164.007	0.002478873
12000	-1157.338	0	-1157.338	0.1086624
12500	-1129.603	0	-1129.603	0.2557543
13000	-1111.142	0	-1111.142	0.05161709
13500	-1125.284	0	-1125.284	-0.01820669
14000	-1107.958	0	-1107.958	0.01372898
14500	-1131.495	0	-1131.495	-0.1717234
15000	-1192.714	0	-1192.714	0.1375397
15500	-1186.817	0	-1186.817	0.09444528
16000	-1218.837	0	-1218.837	0.1754639
16500	-1186.263	0	-1186.263	0.1156815
17000	-1216.814	0	-1216.814	0.04371168
17500	-1175.131	0	-1175.131	-0.007414203
18000	-1144.735	0	-1144.735	-0.04334454
18500	-1100.203	0	-1100.203	-0.1227595
19000	-1093.598	0	-1093.598	-0.1137701
19500	-1090.616	0	-1090.616	-0.09326574
20000	-1096.407	0	-1096.407	-0.1575834
20500	-1074.927	0	-1074.927	-0.002588402
21000	-1075.592	0	-1075.592	0.1920713
21500	-1061.054	0	-1061.054	0.09123494
22000	-1010.929	0	-1010.929	0.07127767
22500	-975.3933	0	-975.3933	-0.04521928
23000	-1015.859	0	-1015.859	0.12955
23500	-1072.075	0	-1072.075	0.06793813
24000	-1021.387	0	-1021.387	-0.07537713
24500	-1129.329	0	-1129.329	0.04777751
25000	-1013.339	0	-1013.339	-0.0913749
25500	-1101.822	0	-1101.822	-0.04351564
26000	-1027.849	0	-1027.849	-0.06698221
26500	-1019.711	0	-1019.711	0.03003713
27000	-1048.577	0	-1048.577	0.01273162
27500	-1066.876	0	-1066.876	-0.03652303
28000	-998.7576	0	-998.7576	0.07690345
28500	-990.117	0	-990.117	0.09244407
29000	-1054.344	0	-1054.344	-0.0909351
29500	-1023.887	0	-1023.887	-0.1606949
30000	-1076.373	0	-1076.373	-0.05056659
30500	-1064.916	0	-1064.916	0.1100499
31000	-1023.95	0	-1023.95	0.2127282
31500	-1016.042	0	-1016.042	0.2197126
32000	-1016.373	0	-1016.373	0.0738835
32500	-1162.796	0	-1162.796	0.2357415
33000	-1131.47	0	-1131.47	0.1822979
33500	-1164.321	0	-1164.321	0.1155897
34000	-1081.814	0	-1081.814	0.02056484
34500	-1034.262	0	-1034.262	0.1508023
35000	-873.9935	0	-873.9935	0.2325038
35500	-886.2134	0	-886.2134	0.1915416
36000	-920.7745	0	-920.7745	0.2728355
36500	-986.173	0	-986.173	0.3235978
37000	-949.1191	0	-949.1191	0.03365781
37500	-957.1752	0	-957.1752	-0.01225066
38000	-903.3183	0	-903.3183	0.01021774
38500	-976.9052	0	-976.9052	-0.04718166
39000	-891.3597	0	-891.3597	0.01557428
39500	-835.7126	0	-835.7126	0.002492309
40000	-816.9829	0	-816.9829	-0.03905319
40500	-896.1632	0	-896.1632	-0.06380135
41000	-904.0288	0	-904.0288	-0.1090861
41500	-838.2874	0	-838.2874	-0.1948439
42000	-948.7113	0	-948.7113	-0.1763427
42500	-934.288	0	-934.288	0.002167646
43000	-966.5111	0	-966.5111	-0.170187
43500	-1053.589	0	-1053.589	-0.09933859
44000	-1095.542	0	-1095.542	0.06938057
44500	-1020.864	0	-1020.864	-0.1633964
45000	-993.9178	0	-993.9178	0.1326164
45500	-1022.196	0	-1022.196	0.2317732
46000	-1001.297	0	-1001.297	0.2020773
46500	-1037.242	0	-1037.242	-0.03297695
47000	-1014.093	0	-1014.093	0.06495554
47500	-1008.664	0	-1008.664	0.1849753
48000	-956.3027	0	-956.3027	0.1540703
48500	-1026.89	0	-1026.89	0.236071
49000	-948.1402	0	-948.1402	0.01036791
49500	-1002.882	0	-1002.882	-0.129567
50000	-1060.238	0	-1060.238	-0.07592107
50500	-945.9575	0	-945.9575	0.01607175
51000	-978.5115	0	-978.5115	-0.09234443
51500	-1001.257	0	-1001.257	-0.008980195
52000	-968.4032	0	-968.4032	-0.2161178
52500	-956.7235	0	-956.7235	-0.2591936
53000	-969.1329	0	-969.1329	-0.02938086
53500	-986.8941	0	-986.8941	0.1213326
54000	-1049.882	0	-1049.882	0.1712969
54500	-1045.87	0	-1045.87	0.141774
55000	-1005.443	0	-1005.443	0.02881533
55500	-1015.051	0	-1015.051	0.1461109
56000	-949.2985	0	-949.2985	0.2544632
56500	-940.8776	0	-940.8776	0.1399598
57000	-988.6546	0	-988.6546	0.1284512
57500	-1001.316	0	-1001.316	0.02538415
58000	-910.2717	0	-910.2717	0.04656905
58500	-913.3669	0	-913.3669	-0.002990452
59000	-968.9513	0	-968.9513	0.09786856
59500	-1024.47	0	-1024.47	0.1435654
60000	-1028.464	0	-1028.464	0.0158243
60500	-1065.212	0	-1065.212	-0.2309452
61000	-1047.61	0	-1047.61	-0.07768224
61500	-1056.5	0	-1056.5	-0.09659139
62000	-1005.131	0	-1005.131	0.08463672
62500	-1022.296	0	-1022.296	0.03108982
63000	-1074.539	0	-1074.539	0.2206446
63500	-1084.343	0	-1084.343	0.04715861
64000	-1045.489	0	-1045.489	-0.2184684
64500	-1043.35	0	-1043.35	-0.2545948
65000	-1030.347	0	-1030.347	-0.2060414
65500	-1011.18	0	-1011.18	-0.03730726
66000	-966.5263	0	-966.5263	-0.1078585
66500	-1070.631	0	-1070.631	0.01950232
67000	-1048.789	0	-1048.789	-0.1950684
67500	-1059.139	0	-1059.139	-0.1671665
68000	-1101.01	0	-1101.01	-0.03805376
68500	-1131.598	0	-1131.598	-0.1740059
69000	-1140.189	0	-1140.189	0.1876613
69500	-1132.832	0	-1132.832	0.08866472
70000	-1110.812	0	-1110.812	0.1664382
70500	-1109.45	0	-1109.45	0.2038693
71000	-1123.701	0	-1123.701	0.1494765
71500	-1097.715	0	-1097.715	0.1421827
72000	-1075.54	0	-1075.54	0.1119252
