Iteration	Posterior	Likelihood	Prior	rho[2][3]
0	-2767.094	0	-2767.094	0.05920427
500	-1833.808	0	-1833.808	0.138524
1000	-1810.64	0	-1810.64	0.29559
1500	-1789.017	0	-1789.017	0.4035242
2000	-1738.503	0	-1738.503	0.122507
2500	-1747.798	0	-1747.798	0.3508711
3000	-1702.748	0	-1702.748	0.3983998
3500	-1715.047	0	-1715.047	0.3528881
4000	-1743.436	0	-1743.436	0.3897971
4500	-1660.366	0	-1660.366	0.2324853
5000	-1653.002	0	-1653.002	0.2856948
5500	-1644.417	0	-1644.417	0.491717
6000	-1671.011	0	-1671.011	0.3973094
6500	-1694.815	0	-1694.815	0.3707418
7000	-1652.267	0	-1652.267	0.3951574
7500	-1676.815	0	-1676.815	0.3319171
8000	-1657.212	0	-1657.212	0.3004591
8500	-1646.412	0	-1646.412	0.3904117
9000	-1629.817	0	-1629.817	0.3253296
9500	-1682.457	0	-1682.457	0.2600211
10000	-1585.742	0	-1585.742	0.09802551
10500	-1626.512	0	-1626.512	0.1698516
11000	-1649.935	0	-1649.935	0.2221658
11500	-1611	0	-1611	0.1004073
12000	-1647.121	0	-1647.121	-0.1355712
12500	-1637.222	0	-1637.222	-0.02308763
13000	-1634.307	0	-1634.307	-0.05705816
13500	-1710.281	0	-1710.281	-0.2051207
14000	-1641.434	0	-1641.434	-0.1604776
14500	-1633.002	0	-1633.002	-0.1688971
15000	-1654.661	0	-1654.661	-0.03071708
15500	-1672.531	0	-1672.531	0.09954858
16000	-1570.103	0	-1570.103	0.04407251
16500	-1599.341	0	-1599.341	0.04265282
17000	-1498.971	0	-1498.971	0.08598127
17500	-1543.947	0	-1543.947	-0.02022309
18000	-1559.423	0	-1559.423	0.005629958
18500	-1625.698	0	-1625.698	-0.1242109
19000	-1595.907	0	-1595.907	-0.1769076
19500	-1597.718	0	-1597.718	-0.1103698
20000	-1628.388	0	-1628.388	-0.003152252
20500	-1598.409	0	-1598.409	0.02037694
21000	-1615.475	0	-1615.475	0.143412
21500	-1600.019	0	-1600.019	0.3123389
22000	-1607.516	0	-1607.516	0.08484148
22500	-1651.162	0	-1651.162	0.2465261
23000	-1562.768	0	-1562.768	0.1929236
23500	-1543.11	0	-1543.11	0.005707016
24000	-1500.023	0	-1500.023	-0.03563088
24500	-1529.498	0	-1529.498	-0.1038828
25000	-1528.523	0	-1528.523	0.2024774
25500	-1566.233	0	-1566.233	0.1476731
26000	-1565.615	0	-1565.615	0.09234939
26500	-1536.912	0	-1536.912	0.08141338
27000	-1596.738	0	-1596.738	-0.1328146
27500	-1520.693	0	-1520.693	0.00961877
28000	-1574.362	0	-1574.362	-0.103324
28500	-1593.069	0	-1593.069	0.02950481
29000	-1568.107	0	-1568.107	0.136114
29500	-1561.379	0	-1561.379	0.02033189
30000	-1555.988	0	-1555.988	0.2666493
30500	-1586.861	0	-1586.861	0.2873601
31000	-1541.078	0	-1541.078	0.2207894
31500	-1564.972	0	-1564.972	0.04449422
32000	-1573.671	0	-1573.671	0.06965343
32500	-1578.188	0	-1578.188	-0.0877428
33000	-1584.933	0	-1584.933	-0.2565959
33500	-1647.742	0	-1647.742	0.01221752
34000	-1646.651	0	-1646.651	-0.1135734
34500	-1615.477	0	-1615.477	-0.1355919
35000	-1595.85	0	-1595.85	-0.2429238
35500	-1594.776	0	-1594.776	0.1201812
36000	-1599.007	0	-1599.007	0.1223545
36500	-1562.7	0	-1562.7	-0.06167339
37000	-1570.442	0	-1570.442	0.007259596
37500	-1583.729	0	-1583.729	0.05474688
38000	-1559.956	0	-1559.956	0.05206044
38500	-1540.706	0	-1540.706	0.139239
39000	-1539.188	0	-1539.188	0.1867056
39500	-1504.775	0	-1504.775	-0.04786558
40000	-1460.643	0	-1460.643	0.0566451
40500	-1572.402	0	-1572.402	0.04011374
41000	-1499.867	0	-1499.867	0.02814653
41500	-1554.459	0	-1554.459	0.08859542
