Iteration	Posterior	Likelihood	Prior	rho[1][4]
0	-2767.094	0	-2767.094	0.4309482
500	-1833.808	0	-1833.808	0.03263822
1000	-1810.64	0	-1810.64	-0.3213582
1500	-1789.017	0	-1789.017	-0.4081133
2000	-1738.503	0	-1738.503	-0.2645207
2500	-1747.798	0	-1747.798	-0.1731883
3000	-1702.748	0	-1702.748	0.04747226
3500	-1715.047	0	-1715.047	-0.03885297
4000	-1743.436	0	-1743.436	-0.09468911
4500	-1660.366	0	-1660.366	-0.07650553
5000	-1653.002	0	-1653.002	-0.1827714
5500	-1644.417	0	-1644.417	0.05528066
6000	-1671.011	0	-1671.011	-0.100325
6500	-1694.815	0	-1694.815	-0.02005637
7000	-1652.267	0	-1652.267	-0.01556641
7500	-1676.815	0	-1676.815	-0.09616699
8000	-1657.212	0	-1657.212	-0.3497753
8500	-1646.412	0	-1646.412	-0.1490634
9000	-1629.817	0	-1629.817	-0.1333983
9500	-1682.457	0	-1682.457	-0.1622978
10000	-1585.742	0	-1585.742	0.04520044
10500	-1626.512	0	-1626.512	0.1375955
11000	-1649.935	0	-1649.935	-0.1219129
11500	-1611	0	-1611	-0.2660192
12000	-1647.121	0	-1647.121	-0.207569
12500	-1637.222	0	-1637.222	-0.1447925
13000	-1634.307	0	-1634.307	-0.2125308
13500	-1710.281	0	-1710.281	-0.1236683
14000	-1641.434	0	-1641.434	-0.05734612
14500	-1633.002	0	-1633.002	-0.1874929
15000	-1654.661	0	-1654.661	-0.2021992
15500	-1672.531	0	-1672.531	-0.2301762
16000	-1570.103	0	-1570.103	-0.02743052
16500	-1599.341	0	-1599.341	0.004901729
17000	-1498.971	0	-1498.971	-0.05704006
17500	-1543.947	0	-1543.947	-0.3498144
18000	-1559.423	0	-1559.423	-0.1413997
18500	-1625.698	0	-1625.698	-0.1637019
19000	-1595.907	0	-1595.907	-0.1651109
19500	-1597.718	0	-1597.718	-0.2381619
20000	-1628.388	0	-1628.388	-0.1695903
20500	-1598.409	0	-1598.409	-0.08636375
21000	-1615.475	0	-1615.475	-0.01145309
21500	-1600.019	0	-1600.019	0.1035578
22000	-1607.516	0	-1607.516	0.05733109
22500	-1651.162	0	-1651.162	-0.2538372
23000	-1562.768	0	-1562.768	-0.08067053
23500	-1543.11	0	-1543.11	-0.08442439
24000	-1500.023	0	-1500.023	-0.1355211
24500	-1529.498	0	-1529.498	-0.1350896
25000	-1528.523	0	-1528.523	-0.05609989
25500	-1566.233	0	-1566.233	0.015034
26000	-1565.615	0	-1565.615	-0.1385925
26500	-1536.912	0	-1536.912	-0.08008874
27000	-1596.738	0	-1596.738	-0.2332275
27500	-1520.693	0	-1520.693	-0.2268621
28000	-1574.362	0	-1574.362	-0.1293074
28500	-1593.069	0	-1593.069	0.02057722
29000	-1568.107	0	-1568.107	0.01902001
29500	-1561.379	0	-1561.379	-0.07474893
30000	-1555.988	0	-1555.988	0.176787
30500	-1586.861	0	-1586.861	0.01104793
31000	-1541.078	0	-1541.078	-0.01947262
31500	-1564.972	0	-1564.972	-0.3002519
32000	-1573.671	0	-1573.671	-0.1728929
32500	-1578.188	0	-1578.188	-0.2759077
33000	-1584.933	0	-1584.933	-0.2174745
33500	-1647.742	0	-1647.742	-0.05113805
34000	-1646.651	0	-1646.651	-0.1854087
34500	-1615.477	0	-1615.477	-0.2913495
35000	-1595.85	0	-1595.85	-0.3456892
35500	-1594.776	0	-1594.776	-0.2779317
36000	-1599.007	0	-1599.007	-0.1482783
36500	-1562.7	0	-1562.7	-0.2825527
37000	-1570.442	0	-1570.442	-0.2790156
37500	-1583.729	0	-1583.729	-0.09155949
38000	-1559.956	0	-1559.956	-0.09837396
38500	-1540.706	0	-1540.706	-0.2144058
39000	-1539.188	0	-1539.188	-0.07912881
39500	-1504.775	0	-1504.775	-0.1164891
40000	-1460.643	0	-1460.643	-0.2576255
40500	-1572.402	0	-1572.402	-0.1655201
41000	-1499.867	0	-1499.867	-0.3473535
41500	-1554.459	0	-1554.459	-0.2668219
42000	-1564.081	0	-1564.081	-0.07355637
42500	-1611.642	0	-1611.642	-0.01308849
43000	-1559.631	0	-1559.631	-0.1274335
43500	-1546.896	0	-1546.896	-0.04453559
44000	-1526.823	0	-1526.823	-0.07246551
44500	-1585.789	0	-1585.789	-0.1208649
45000	-1510.764	0	-1510.764	-0.1181199
45500	-1552.8	0	-1552.8	-0.2683952
46000	-1567.132	0	-1567.132	-0.02051474
46500	-1482.78	0	-1482.78	-0.427707
47000	-1599.632	0	-1599.632	-0.2956294
47500	-1596.586	0	-1596.586	-0.1327941
48000	-1526.387	0	-1526.387	-0.1933758
48500	-1525.308	0	-1525.308	-0.3647549
49000	-1534.618	0	-1534.618	-0.2346486
49500	-1569.467	0	-1569.467	-0.3018619
50000	-1556.234	0	-1556.234	-0.183931
50500	-1469.916	0	-1469.916	-0.2713675
51000	-1534.29	0	-1534.29	-0.3812298
51500	-1504.114	0	-1504.114	-0.4071774
52000	-1494.628	0	-1494.628	-0.4013308
52500	-1423.75	0	-1423.75	-0.2164866
53000	-1422.352	0	-1422.352	-0.2394172
53500	-1437.871	0	-1437.871	-0.2603896
54000	-1502.103	0	-1502.103	-0.2816822
54500	-1542.058	0	-1542.058	-0.3153931
55000	-1519.605	0	-1519.605	-0.3297675
55500	-1447.67	0	-1447.67	-0.2349225
56000	-1543.289	0	-1543.289	-0.1872328
56500	-1538.08	0	-1538.08	-0.1389146
57000	-1481.698	0	-1481.698	-0.03906588
57500	-1452.419	0	-1452.419	-0.330642
58000	-1516.348	0	-1516.348	-0.2655035
58500	-1464.428	0	-1464.428	-0.2173591
59000	-1495.71	0	-1495.71	-0.1187787
59500	-1498.938	0	-1498.938	-0.1700953
60000	-1543.473	0	-1543.473	-0.2225835
60500	-1552.617	0	-1552.617	-0.3568251
61000	-1488.325	0	-1488.325	-0.1234328
61500	-1533.475	0	-1533.475	-0.1458548
62000	-1584.346	0	-1584.346	-0.1505384
62500	-1651.285	0	-1651.285	-0.05463624
63000	-1591.337	0	-1591.337	-0.1336241
63500	-1558.035	0	-1558.035	-0.1535957
64000	-1597.553	0	-1597.553	-0.02749292
64500	-1473.305	0	-1473.305	0.1418046
65000	-1482.464	0	-1482.464	0.0231287
65500	-1446.76	0	-1446.76	-0.2425575
66000	-1465.381	0	-1465.381	-0.1120126
66500	-1480.667	0	-1480.667	-0.1033984
67000	-1529.438	0	-1529.438	0.00568836
67500	-1488.075	0	-1488.075	0.1204703
68000	-1564.566	0	-1564.566	-0.05904348
68500	-1530.018	0	-1530.018	-0.1001638
69000	-1541.108	0	-1541.108	-0.2827691
69500	-1574.823	0	-1574.823	-0.3982865
70000	-1598.121	0	-1598.121	-0.260772
70500	-1502.014	0	-1502.014	-0.240238
71000	-1518.647	0	-1518.647	-0.2665492
71500	-1571.351	0	-1571.351	-0.3161495
72000	-1611.153	0	-1611.153	-0.1925239
72500	-1635.57	0	-1635.57	-0.1303595
73000	-1619.849	0	-1619.849	-0.2972759
73500	-1610.561	0	-1610.561	-0.269249
74000	-1558.767	0	-1558.767	-0.2765036
74500	-1591.135	0	-1591.135	-0.346061
75000	-1582.095	0	-1582.095	-0.3526535
75500	-1563.908	0	-1563.908	-0.4782413
76000	-1591.598	0	-1591.598	-0.2093247
76500	-1612.722	0	-1612.722	-0.1541107
77000	-1626.31	0	-1626.31	-0.2193461
77500	-1643.625	0	-1643.625	-0.2849574
78000	-1572.136	0	-1572.136	-0.03776632
78500	-1591.45	0	-1591.45	-0.06628002
79000	-1582.214	0	-1582.214	-0.01530609
79500	-1559.972	0	-1559.972	-0.06349973
80000	-1559.02	0	-1559.02	-0.006011294
80500	-1602.434	0	-1602.434	-0.008170264
81000	-1550.711	0	-1550.711	-0.2825563
81500	-1597.551	0	-1597.551	-0.09500055
82000	-1561.884	0	-1561.884	0.05329667
82500	-1516.635	0	-1516.635	-0.08603756
83000	-1492.482	0	-1492.482	-0.124136
83500	-1561.476	0	-1561.476	-0.2491752
84000	-1500.495	0	-1500.495	-0.4868353
84500	-1398.064	0	-1398.064	-0.3433527
85000	-1409.944	0	-1409.944	-0.3943913
85500	-1488.504	0	-1488.504	-0.1068356
86000	-1489.208	0	-1489.208	-0.1991312
86500	-1446.507	0	-1446.507	-0.4340892
87000	-1423.036	0	-1423.036	-0.2977588
87500	-1398.791	0	-1398.791	-0.4062874
88000	-1502.351	0	-1502.351	-0.3066917
88500	-1522.44	0	-1522.44	-0.2602794
89000	-1467.827	0	-1467.827	-0.2237427
89500	-1499.5	0	-1499.5	-0.3020418
90000	-1477.357	0	-1477.357	-0.3531011
90500	-1497.482	0	-1497.482	0.05183925
91000	-1554.161	0	-1554.161	0.04572613
91500	-1542.283	0	-1542.283	-0.1386081
92000	-1496.497	0	-1496.497	-0.1506622
92500	-1458.557	0	-1458.557	-0.1813935
93000	-1487.952	0	-1487.952	-0.1372726
93500	-1505.687	0	-1505.687	-5.310021e-05
94000	-1483.734	0	-1483.734	-0.03895913
94500	-1503.545	0	-1503.545	-0.02917338
95000	-1501.153	0	-1501.153	0.03734338
95500	-1561.039	0	-1561.039	-0.10635
