"","X","gen","family","species","sub_species","common_name","recordist","date","time","country","location","lat","lng","bird","file_name","weights","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","gmm_cluster","gmm_prob_0","gmm_prob_1","gmm_prob_2","gmm_prob_3","gmm_prob_4","gmm_prob_5","gmm_prob_6","gmm_prob_7"
"371",371,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","jini","Indochinese Green Magpie","Tiantian Zhao 赵天天","2023-02-24","17:18","China","Chongzuo, Guangxi",22.4809,106.9905,784860,"Cissa_hypoleuca_784860_seg3.wav",0.0285714285714285,254.17503,-25.391624,9.069277,14.218973,-2.7942917,9.097532,-2.4329147,-9.470042,-5.1432524,-2.3082597,-6.9469767,2.601494,0.53676367,-0.7938009,-4.000252,-1.8977764,-2.3019636,-2.021784,0.5766412,0.5985833,-0.8788017,-4.156113,4.2878914,-1.045651,-2.005213,2.6895413,-2.4672003,7.915563,4.1661115,-1.7370085,-0.071371734,1.8151072,-2.5948415,-2.7930374,-2.1306477,-4.8522243,1.6473542,0,0.878746291853464,0.12115967223261,4.42156348613493e-07,5.22237747077595e-14,4.23257440133704e-05,5.04052153029921e-05,1.48645238473218e-24,8.62798210859268e-07
"372",372,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","jini","Indochinese Green Magpie","Tiantian Zhao 赵天天","2023-02-24","17:18","China","Chongzuo, Guangxi",22.4809,106.9905,784860,"Cissa_hypoleuca_784860_seg2.wav",0.0285714285714285,236.88264,-16.63234,0.80466485,9.639653,12.917682,10.0643,-5.919427,1.8032368,-8.921424,-4.839686,1.7495914,4.126823,3.054124,3.5877752,-0.5348853,4.4966593,-5.8854485,2.169102,-0.015600697,2.6121788,1.2692324,-0.06482197,-1.9806004,3.5612195,-2.9966483,-1.3902194,2.7473025,-3.5476127,-1.7168988,2.6194236,4.034975,-4.788133,-1.2113125,-3.1554909,2.6051707,1.8204708,0.74941486,1,1.79240801051681e-07,0.998142445315865,3.23877563890304e-07,0.00173222929127502,0.00011421599889044,2.60182976040614e-06,6.50564658732107e-16,8.00444584496716e-06
"373",373,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg6.wav",0.0285714285714285,300.7366,-35.82168,-29.642056,-1.275971,26.272358,6.7881126,10.538527,6.7152286,2.1834636,-0.16709952,9.7107,-0.43029672,-2.101888,-6.9909425,-9.978712,1.2307452,-3.4582677,-6.433705,3.7011313,-4.1963615,-3.3861735,-0.5680452,0.29564875,5.4407578,2.9137685,-4.054941,6.257425,-7.223256,3.3445413,0.46161288,0.8223889,-0.69584167,-1.8320727,-3.5969963,3.42419,-4.381237,-3.5964715,5,3.59210416433355e-15,2.04548605584574e-15,8.27285662383885e-12,1.17244654552582e-18,1.03290608333691e-05,0.801611647620007,1.93580553850331e-08,0.198378003952827
"374",374,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg4.wav",0.0285714285714285,302.57294,-40.154037,-31.068562,-3.0010831,26.223381,14.315544,-0.68663955,6.1934285,8.368534,2.6998577,1.2361544,3.8347132,2.9249573,2.065916,-10.189433,-2.6169324,-1.3087423,-4.8847747,-0.23531497,-2.888609,6.0076222,-0.7185959,-2.0829048,2.8472707,-2.264266,-8.123686,0.1876661,0.9066494,-4.9303727,0.20326872,6.1318073,1.9168409,-1.7729588,-11.745832,3.1576643,-6.431362,-4.882936,5,1.27791753694716e-20,4.1034819203753e-09,3.27840874529425e-14,5.71290088822729e-29,0.000145013023010757,0.574545016690686,6.19206728638027e-15,0.425309966182786
"375",375,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg5.wav",0.0285714285714285,280.72623,-42.43598,-13.56371,-0.2808134,29.051727,-4.242866,-5.3857174,3.0596588,11.8516655,6.137107,1.1040902,3.52558,-2.6855085,1.1680648,-8.376294,6.350914,-4.245783,1.0423508,-3.8432772,-10.282991,3.845583,-1.2011156,2.4153414,1.5569422,4.8585143,-2.822041,-3.9599078,-3.2625518,3.3194788,-1.801647,4.311958,-3.2675223,-4.5645876,-2.4010315,-8.948414,-7.4972744,0.9674683,7,1.32543403121086e-16,1.53081343771884e-07,7.49674282865176e-12,3.52154049184811e-28,0.0112643473885701,0.0973553775296669,3.96028146424078e-10,0.891380121596897
"376",376,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg1.wav",0.0285714285714285,298.96994,-32.82355,-45.051,5.0177794,29.851023,3.5827117,7.430373,-1.2671793,-0.44364336,-1.7600579,6.246105,7.0497494,-6.4468985,-1.9504447,-4.3777514,-3.7628334,2.9144673,-4.6888733,-5.3990035,-9.081418,-0.7434849,-1.5796028,6.289945,6.932712,0.58723545,-2.4672518,1.5738536,-7.208379,-1.0674132,1.8008102,1.907649,3.0683286,-2.2909925,-7.1694756,-0.6230874,-0.45201874,1.253975,5,1.4496673373444e-17,3.79159039161968e-17,8.55972291649359e-12,4.12178345287643e-15,0.00265911745790247,0.969707283966945,7.22186692981426e-08,0.027633526347922
"377",377,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg2.wav",0.0285714285714285,273.67056,-15.8279915,-27.034756,-1.5023961,18.56761,11.268172,0.4465783,11.012591,-0.58302414,-1.2234074,2.9382272,7.702107,-5.2534657,-1.1729926,-4.1718516,-4.7955027,-7.374298,0.9615274,-3.2641964,0.3366333,-1.3283442,4.3404007,1.1444696,2.761906,2.490805,-2.5875812,2.4986422,-2.4612005,-1.4164586,0.20127241,1.9367125,-5.065446,-2.2116046,-3.6973076,-0.20214558,-1.7562542,-3.9736042,5,6.46093654846495e-20,0.00340076275718639,6.91179751153748e-08,9.19027791345736e-07,0.00181907437242108,0.873584561211756,0.0420864855455095,0.0791081279673598
"378",378,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","jini","Indochinese Green Magpie","Tiantian Zhao 赵天天","2023-02-24","17:18","China","Chongzuo, Guangxi",22.4809,106.9905,784860,"Cissa_hypoleuca_784860_seg6.wav",0.0285714285714285,259.52692,-27.373178,4.2323246,12.494537,-4.310512,11.942311,-3.6289284,-10.284027,-5.3715734,-3.434549,-6.8445034,-0.64227253,1.8701867,-4.731448,-1.8098451,-0.14908428,-3.5107858,1.5095043,-0.78494054,1.0962965,1.1539111,-0.15660538,-1.3454803,-0.0327033,1.6351546,-0.2359322,-0.5957318,-0.055969294,0.9686035,-4.301639,2.587468,2.3794346,2.5948768,-1.8033104,-0.67731094,-1.5140209,0.7050039,1,0.00151287992883218,0.99847483893897,5.9744268192689e-06,1.16583640159452e-06,4.87548929624976e-06,1.82790601583498e-07,5.58310967167114e-25,8.25890789561429e-08
"379",379,"Cissa","Corvidae (Crows, Jays, and Magpies)","Cissa_hypoleuca","hypoleuca","Indochinese Green Magpie","Frank Lambert","2014-03-06","12:26","Vietnam","Trail to Mt Bidoup peak, Dalat",12.1127,108.6574,200851,"Cissa_hypoleuca_200851_seg3.wav",0.0285714285714285,291.0184,-29.956535,-24.342432,3.9220772,21.051975,8.676341,6.4638057,5.290238,7.0485344,1.308232,6.483274,6.706489,-2.1058416,2.375592,-1.0854235,-6.045264,-4.5950346,-0.626568,-5.5432787,-0.12722704,-4.3361645,6.2300324,5.373129,-4.687942,2.6040285,-8.721759,0.79696447,-5.838203,0.097867526,10.440842,1.1954789,-5.7440734,-2.0745344,0.1809578,-1.4277945,1.1372719,-7.0530295,5,6.03166792485974e-15,4.90955405743148e-10,2.45311304937118e-09,4.18888563345093e-23,0.00372197661375782,0.920163233950981,4.52385465671752e-13,0.0761147864907324
"380",380,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg10.wav",0.0227272727272727,247.07236,-2.4871562,-9.298557,-4.069027,10.060523,14.033443,-2.2859964,4.9581776,-0.7627398,2.9125998,-0.8132635,-3.8497443,-0.84431976,-4.180684,-0.6863693,-4.1871657,0.6811991,2.0201714,-2.843522,0.4034188,-2.5037625,3.369966,0.3571706,-1.2731285,1.1595591,4.7290254,6.1724267,-5.1750307,3.117994,-1.4024858,0.089856565,-1.211272,-0.5252485,0.19574356,2.3757553,1.6253071,-0.381292,3,7.58012665419375e-23,0.0122659599851107,1.73507356262357e-06,0.734476837296824,1.31461038993408e-08,7.39596295151431e-06,0.253238020307067,1.0038228377273e-05
"381",381,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg11.wav",0.0227272727272727,237.20451,6.1557283,5.959434,0.107747816,9.102521,7.5078683,-2.1555436,2.2209191,-2.4819584,3.9251587,3.300784,2.4922996,3.4241142,-4.667804,-4.3565564,0.89332336,4.384667,1.3348284,0.28451908,4.373456,0.6536197,-0.050050907,0.997901,-1.2136005,1.694525,0.8630324,-1.5624273,-1.0759238,0.87509227,3.0152879,-0.10393821,1.2335342,-1.4295264,-3.065031,3.4835176,0.75852966,1.8534647,3,3.24186146657082e-12,0.0625670281852941,1.17149104200183e-05,0.903380481151592,4.89274288776428e-07,4.80301953353919e-07,0.0340309443052981,8.86186791353292e-06
"382",382,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg13.wav",0.0227272727272727,251.71906,-5.0975447,-7.7619414,-5.914378,12.548878,13.245217,-6.0014615,10.2142105,0.371418,4.586979,1.5451852,-1.6607866,0.2890687,-2.1123545,-2.8780148,-1.8272489,1.6864125,-0.19261421,-1.5090815,0.7560755,-0.90736544,-3.8470008,-2.8916628,-1.9467016,-2.3997118,3.313254,-1.6982528,-2.4110289,5.0587873,-4.3364844,1.677798,-2.1897905,0.6019746,-4.3376503,3.3894367,1.0296364,1.5150915,1,2.09601127628874e-19,0.926853610448584,0.00126131460130843,0.0106941646183467,7.39449491224738e-05,0.000542832866541433,0.0601631864826825,0.000410946033413964
"383",383,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg12.wav",0.0227272727272727,234.12532,5.070688,-2.997252,0.1969987,13.405962,9.892052,-3.9376683,-1.1781319,2.1139522,6.670115,0.044537358,-3.8825498,-0.6873021,-0.39609966,3.799098,-2.0966606,-1.3226398,-0.745101,-0.8738571,7.161788,-2.6305392,2.0837376,1.1055133,-2.695956,-0.17469694,1.8019265,0.8896098,-4.3500466,0.97543126,0.10551166,-2.2762904,-1.5231962,-0.5007092,-2.8555775,0.84774065,-0.12789917,2.3144004,3,4.99698672451149e-22,0.0270972954098291,2.28406520712103e-05,0.807824463534143,4.51166422461463e-07,1.45996653918872e-06,0.164987542701858,6.59465691398718e-05
"384",384,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg16.wav",0.0227272727272727,244.9718,5.2687235,-7.0742164,-1.9272698,8.620299,13.540651,-8.905522,3.2859309,-2.402629,2.9089658,1.7921962,-0.6447769,-0.06230837,2.8154104,2.657556,-3.2216277,4.0344415,1.5696387,2.0737028,3.0659885,-3.3458617,1.9102515,2.5009065,-3.3346803,-0.949452,1.04275,5.078816,0.498216,4.1581483,-0.5636203,0.34578073,-0.30729243,5.223938,-2.7611713,5.7423277,1.835104,-1.7941145,1,2.60593173357624e-18,0.663414265635955,0.000325142126840556,0.00122931581102839,7.66861352480898e-05,0.00216304754516668,0.328491747443604,0.0042997953021595
"385",385,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg17.wav",0.0227272727272727,236.0355,6.1248026,2.0512276,-0.9400159,13.756411,8.879609,0.7757312,-2.6644707,-1.4536395,3.4694874,2.925246,0.6581245,-2.868098,-2.8746932,-2.3072343,-3.826753,2.0302095,-2.6224334,3.2546737,1.1496238,-2.378787,0.4148699,-1.4096317,2.2744606,-3.3188057,0.22838171,1.9008448,2.2859447,-1.8314922,0.64871013,0.24527967,2.3158474,-1.1713803,-2.482277,1.7991428,-1.0258617,-1.0938427,3,5.5598317809036e-13,0.318866317647611,1.24827513178723e-06,0.678810946782897,7.61838840574559e-08,2.88509405160448e-07,0.00232034928823727,7.73312278569979e-07
"386",386,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg15.wav",0.0227272727272727,244.35417,0.79072744,-7.1721983,0.3458111,11.770371,8.487305,-2.6138594,2.4775882,2.2573528,4.191669,1.7938797,-3.8767576,-1.872442,-2.611121,2.769312,-3.5955238,0.64900184,-0.5399754,0.97135806,4.857541,-0.33651972,3.0285292,1.6343397,-1.647271,-0.28256258,2.931382,4.2066817,-4.728267,-4.088651,-1.4811007,-2.2661586,-0.84265566,-1.112855,-2.4345856,1.3700705,-1.32127,-2.0315928,3,1.9989198288662e-25,0.00162961529373383,7.81547367449853e-06,0.686943462298386,2.1028629841213e-07,1.28172222320126e-06,0.311355375205671,6.22397200129339e-05
"387",387,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg14.wav",0.0227272727272727,235.89455,7.5518904,3.2571547,-1.8621627,12.758909,6.4467707,-2.160282,2.1823103,-1.3956097,7.503518,-0.14221981,2.3818321,-1.8386465,-4.7770576,-4.7577677,-2.3801696,0.46696404,1.0073951,1.2134365,1.397106,-1.3446604,0.70926684,2.8276029,-0.6412983,-0.6502789,-1.5750923,1.7253665,-0.19786996,2.5370772,-0.64065343,-1.2059593,0.35303387,0.05993569,0.4675026,0.8424082,1.5092735,-0.08811784,3,1.65427310279057e-17,0.000936203079206198,9.21116393402283e-09,0.998917592609587,1.43438684218884e-11,4.13764227016883e-10,0.000146193601074292,1.07085858980291e-09
"388",388,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg2.wav",0.0227272727272727,303.52695,30.842419,-33.27595,-16.908882,8.300823,-18.373383,-2.4806454,7.9670873,-0.25664935,3.1475425,-6.0498996,5.055705,0.7043908,-1.4536399,10.782251,-7.784253,1.2951835,-4.432652,0.285511,-0.33160716,-0.88363934,-4.617278,-0.6999278,5.302963,0.8657648,0.79852724,1.2561895,-0.18310347,-2.7785912,2.5052757,1.4291118,5.487371,3.4806418,-0.9787197,7.521923,9.7591305,1.6684915,5,1.32428007525031e-36,1.23183980321861e-17,3.99874836536468e-06,6.32120772611187e-20,7.44253099715155e-06,0.897408499721741,0.0738809413065969,0.0286991176923005
"389",389,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg11.wav",0.0227272727272727,285.29385,30.664335,-14.454008,-11.329719,4.401789,-9.719689,-5.4700804,5.4905787,5.6108284,0.3518837,-7.524357,1.6263567,-0.29923174,-4.2860184,2.879137,-4.233011,1.9441665,-0.20982109,1.502714,-3.8578203,3.536838,-3.3704221,-4.66573,2.7668543,0.66224676,-3.1078863,-0.65834033,-0.9515247,-0.39251366,4.7813573,0.008701126,1.4017736,0.77277386,2.8934212,0.802217,7.496916,-1.9079739,6,1.03473855037132e-29,1.5434134147187e-09,3.3844102719112e-06,4.15807585858736e-09,6.00637578464382e-06,0.00781872373216069,0.991907753351324,0.000264126428972996
"390",390,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg10.wav",0.0227272727272727,289.9044,15.65518,-18.65458,-14.208141,-0.04375482,2.0264285,-11.679297,4.480757,6.433721,1.6577843,-1.0076983,-3.6001425,1.7136,-3.1325355,3.8306446,-7.3541145,0.6951142,0.10093452,-2.0887685,-2.722429,-0.116276816,0.06311902,-0.7321627,1.1556466,3.1898072,0.5932568,-3.2175598,-2.5335858,0.3305113,1.0974493,5.633016,1.3597225,3.0176115,-2.776371,1.3541231,0.94760895,0.99690545,6,5.78665274860349e-29,4.86473840391805e-07,3.47832058179628e-07,0.000237719397576199,1.32429189705694e-08,3.68067682793532e-05,0.999680125961664,4.45003236596804e-05
"391",391,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg3.wav",0.0227272727272727,300.57352,37.057182,-31.380922,-4.8050194,-6.7077885,-12.413885,-1.0965211,-4.127949,4.268164,7.3432436,-2.178131,6.919797,5.041789,-3.8285384,0.011128604,1.6851459,-4.334966,3.5243928,7.527045,-3.5024092,6.215639,-2.1074843,-3.9153552,8.748177,-3.929328,-3.0096574,-0.7743275,-1.9040444,2.3407147,1.8507993,-1.8606386,0.5885964,1.8819206,-1.9359493,-3.5306158,0.66944885,1.7422296,7,9.35617427974364e-35,1.05169964768699e-26,7.59441499097226e-06,6.56792834565931e-18,0.000116883650325549,0.00665989467987913,0.207850465469036,0.785365161785765
"392",392,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Brian Cox","2010-04-17","?","Panama","Los Quetzales Ecolodge, Chirique Province, Panama.",8.8837,-82.5659,83112,"Zeledonia_coronata_83112_seg4.wav",0.0227272727272727,285.4593,-18.014648,-15.668525,-6.194894,12.563067,2.7955046,-5.2100496,-2.4838502,3.5503013,9.040361,3.8657582,-2.9125962,2.9708617,2.6482716,7.051418,-7.1913586,8.368395,-4.927345,1.8845339,-1.3343384,-1.031855,-1.8300548,1.6584169,-1.4950593,-4.7996297,5.135936,1.4233546,0.69454926,4.855298,1.664183,0.30549657,2.2495496,-4.1822863,-4.5986137,0.46718597,-4.9158955,1.7216516,5,5.33035698976919e-15,8.24818357280271e-05,0.000157752499740394,5.83920358694008e-08,0.0300059534646747,0.677004722161742,0.00884191783981207,0.283907113806265
"393",393,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-02","08:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,153838,"Zeledonia_coronata_153838_seg4.wav",0.0227272727272727,228.37431,14.523305,-3.1450813,-0.16896808,11.400137,6.963879,-7.0532584,0.75998837,1.0506974,4.0469346,1.3131835,1.0749865,-2.3852155,-3.4853523,-2.3666499,-0.6953221,0.7479064,4.664104,-0.03597078,3.5764265,-2.7229702,0.7213653,-0.09401153,2.9049935,-0.7016741,-4.5800104,3.9526095,-3.1985343,2.6639519,-0.2729467,0.853104,0.82818824,-2.992264,-5.995468,0.7258129,1.468214,-1.2801037,3,2.34731338519565e-20,0.010239418454244,3.63223806913821e-06,0.96525639509019,2.82836697920418e-08,1.74098956589538e-07,0.0244995840509783,7.67783894068795e-07
"394",394,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg13.wav",0.0227272727272727,276.9253,2.932136,0.41176814,-13.331502,13.224513,-6.6533685,-3.1288714,-5.3107696,11.703454,-3.162108,6.3146462,-2.6380217,-2.1227896,-5.4694753,-0.23013446,-2.9204512,7.4569716,0.93476844,-0.8302598,-0.9102182,-0.85104793,5.327466,-3.8138149,-1.4059738,5.1148577,1.5822788,4.837663,-0.1328519,-5.0668178,3.1230857,0.2585474,1.5134418,2.3314986,-3.1206932,-6.511179,3.271206,-2.9269414,1,1.00210973583354e-18,0.95021912330954,8.28770610062491e-08,2.82224946645919e-11,0.000187118171146829,0.0453343739790484,0.00222748274264381,0.00203181889233768
"395",395,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Brian Cox","2010-04-17","?","Panama","Los Quetzales Ecolodge, Chirique Province, Panama.",8.8837,-82.5659,83112,"Zeledonia_coronata_83112_seg5.wav",0.0227272727272727,282.2086,-5.243541,4.758893,-7.4540524,15.61667,-2.1730096,-8.6718445,4.7549562,0.73411644,2.3999283,-4.7068944,-2.375854,-0.15617731,-3.6712003,5.4230404,-6.3452225,3.489931,5.7675056,-1.2647061,-0.05803349,-1.7609661,4.2717195,-4.2155747,-0.75687903,-2.5095942,0.4503447,2.1162522,2.6750095,0.93089235,1.1738379,4.0690455,3.3311143,0.70534456,-4.929281,5.809469,4.39769,3.1360018,6,7.48008899200441e-08,0.041610411068143,0.000166197221122307,6.20798241666392e-08,0.00326601364727316,0.218753050987408,0.6576014302422,0.07860275995314
"396",396,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg4.wav",0.0227272727272727,286.32874,21.32265,-4.1421123,-18.413206,8.913353,-17.424585,-0.58955663,-10.018662,14.804743,-2.0836704,7.244113,-2.267575,3.4208038,-5.666869,-5.036453,2.1575696,-2.8636029,-1.3184936,3.9787357,0.49033034,1.1436417,-2.2803662,1.3158115,2.9465559,-6.178163,-3.8131783,-6.8846407,0.0043101236,-0.99471045,-2.5822,-0.23864056,-1.352486,3.5096226,-4.554344,2.6741953,0.5418663,4.764922,5,3.29789581818791e-24,5.27309144711675e-08,2.41650428634033e-05,2.93796068451393e-16,9.3545397778885e-08,0.863250166318242,0.136291562137635,0.000433960224944436
"397",397,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-02","08:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,153838,"Zeledonia_coronata_153838_seg1.wav",0.0227272727272727,224.83879,16.697653,1.8076006,8.950646,6.699304,9.302914,-3.776654,-2.4015837,3.5746603,2.1455364,3.1041903,1.6650254,1.0565172,1.304426,1.1155692,-0.7029447,-0.6802579,3.4068158,2.001071,-1.6212174,-3.9519258,1.6941463,0.07032048,0.10869063,-0.7739205,-1.0718983,1.5955364,-4.2427263,0.58892083,1.5941466,0.23982808,2.9847627,-0.7026664,-5.4182987,1.7964106,-1.7127094,-0.9555571,1,4.14613803855371e-17,0.750022428623633,9.24409772617351e-07,0.243081202461065,6.26114475905591e-08,3.40736592656647e-06,0.00688838619910236,3.58832905363713e-06
"398",398,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg8.wav",0.0227272727272727,235.6511,13.791733,5.935862,-0.6416335,9.90807,3.370652,-1.7903533,1.7220802,-2.0496147,6.3235903,0.94028836,2.519389,-3.3809962,-0.83929175,-1.3043101,-0.59617597,-2.5158756,-0.06174768,3.1847491,2.7786264,-0.49423185,1.221094,2.81525,1.3777813,0.8139395,-3.5023212,3.0485027,-2.3439786,1.783024,-1.6590437,0.13366222,2.4019077,-0.53494716,-1.6934586,1.418644,2.8428173,-1.3710778,3,7.70936266024829e-15,0.0349563176353545,1.92333844631872e-07,0.961205647844695,1.96413399890531e-09,1.36395315771852e-08,0.0038377779698631,4.86125689174123e-08
"399",399,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Jerome Fischer","2011-03-03","07:30","Panama","Sendero Los Quetzales, Chiriqui Province",8.85,-82.5333,168508,"Zeledonia_coronata_168508_seg9.wav",0.0227272727272727,241.81226,1.4255772,-7.637882,-1.7303396,10.349627,9.674616,-1.8346075,-3.3556926,2.0457718,6.229344,2.565192,-1.7534978,-0.22954999,-1.9192163,2.5140498,-0.41023967,1.0071841,-0.55072474,1.2181431,2.4640875,0.4311137,-1.2491993,0.79216844,-1.0281636,-0.5562531,1.483026,0.26510155,-2.9824297,1.8185524,-0.40116882,-2.238741,1.5097271,-0.7899973,-3.0658817,3.1413722,3.4564,0.19094911,3,4.26138518141953e-22,0.00109109382193481,1.58460889969231e-07,0.992282913840792,1.16487457769836e-09,1.02508074488639e-08,0.00662572806925199,9.43914506891506e-08
"400",400,"Zeledonia","Zeledoniidae (Wrenthrush)","Zeledonia_coronata","","Wrenthrush","Hans Matheve","2019-02-16","?","Costa Rica","Antenna road, Cerro de la Muerte, San José",9.5565,-83.7546,518742,"Zeledonia_coronata_518742_seg5.wav",0.0227272727272727,275.13998,30.959635,-21.745403,-3.4302447,1.2952882,-4.6876187,-1.9158088,-3.9361744,8.007332,3.0611753,6.772752,-4.983749,10.276122,-0.62349385,5.4839287,0.11815255,0.24740346,-2.4396954,-0.42340723,0.6301535,-0.10086412,-3.5303166,0.6969429,-0.2622081,-0.8185477,0.75274915,0.40126494,0.88497484,-0.75479865,6.9982057,9.2394905,-4.4884453,-5.7046223,0.40792656,-1.650671,5.653347,-2.7319481,6,4.0145723317272e-32,4.19148434508602e-13,0.000335334454635971,4.68798376416005e-11,7.15264487464521e-07,0.192304917422101,0.807265508415681,9.35243957944687e-05
