"","X","gen","family","species","sub_species","common_name","recordist","date","time","country","location","lat","lng","bird","file_name","weights","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","gmm_cluster","gmm_prob_0","gmm_prob_1","gmm_prob_2","gmm_prob_3","gmm_prob_4","gmm_prob_5","gmm_prob_6","gmm_prob_7"
"1",1,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg8.wav",0.032258064516129,216.39479,-19.658487,7.845329,5.056669,15.058308,18.62324,-2.3520186,2.0611124,2.609253,-3.7262459,-4.4245076,-0.58416617,4.6769667,5.695578,5.328589,-4.0825944,-1.3471712,-0.8380061,-1.3331281,-0.54410154,-2.5523922,2.5261912,3.4384236,-0.6762572,1.0987902,0.33986184,-0.6990417,0.027253078,-1.1656163,0.17627674,-0.5292446,-0.8584491,-0.60461175,5.0658073,-3.3219576,0.24577141,0.7323533,7,2.6713719695156e-17,0.000262437779388302,0.000281534829364604,0.295541193278889,0.000184806227173972,0.000191632535115809,0.000512993195373491,0.703025402154695
"2",2,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg9.wav",0.032258064516129,233.44417,-19.530539,-3.9870887,2.4945304,17.903309,13.467821,-2.1348162,-1.3049052,0.7387283,2.595588,5.719396,0.49354374,-0.7825475,9.262794,0.6932758,1.376878,-6.5895805,-2.184255,-0.46901017,1.1597121,-0.9361579,-0.63679713,0.9651929,0.0029623949,-0.62237996,2.5876966,-1.2654485,3.2733574,0.024773987,-2.4546692,-3.4511797,-2.1146593,-0.73176724,1.2147484,0.5814996,2.6076736,0.14593637,3,3.38305397759028e-17,1.52298926950039e-06,1.00125183566258e-06,0.821734933838179,2.04387706884692e-05,6.98776402670761e-06,0.177979982094644,0.000255133291357655
"3",3,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg8.wav",0.032258064516129,248.86667,-29.803782,-13.961169,-6.42551,19.867962,15.655749,-3.1169102,-0.496965,13.600958,0.6380128,-2.647556,-1.4461004,0.9689119,1.7058738,-4.0353026,4.970906,0.14626966,-0.11606266,4.7170653,0.9636175,6.831072,-0.08192022,-5.1920266,-0.8914289,1.5811707,-2.9029782,2.4655023,-1.9836489,-0.43477094,-0.14932835,-1.9310085,-1.4890403,0.14062929,2.7343273,-2.7065573,1.6108418,-0.90614456,7,6.892300159064e-39,1.57021942187592e-08,3.59964771632244e-06,0.0183307789239269,3.27871199257514e-05,4.13413347508532e-05,0.360702442404192,0.620889034867294
"4",4,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg9.wav",0.032258064516129,220.99738,-13.599331,10.82922,1.4472469,17.06557,20.382822,1.182972,6.2273865,8.811313,1.9745198,1.7198187,-1.3890265,1.4038434,4.964019,2.7968936,-6.3978558,-3.9685595,0.33142045,2.0739965,-4.9923553,1.0203688,0.057171956,-3.2877777,3.1900923,-0.71988976,-0.06350107,-0.6181112,0.517029,-2.3959577,-2.1473012,0.52473253,0.53811836,-0.03225422,3.115385,-3.2489967,-1.781908,0.13248211,6,2.67601633403488e-21,0.00159735864720712,9.76190682874516e-06,0.000641958770126553,0.000156965272764454,0.000404551827878245,0.645279408061531,0.351909995513666
"5",5,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg16.wav",0.032258064516129,216.93626,-11.054063,2.6485467,-0.012833194,17.648287,14.932571,-4.3009076,-4.6063733,-1.0171319,2.6893306,2.7773547,2.7872405,5.010549,10.117882,-0.40221953,-1.4098744,0.67658347,4.5143147,-0.7502962,0.22809981,2.1155827,1.0559499,-2.3234482,-4.0533338,2.0871022,2.0691657,-1.9228904,2.5062196,-0.3309773,-3.9267097,-2.5454988,-3.0179985,0.9749842,2.1365757,-1.5617294,-0.77716446,1.0531126,3,7.16323291072389e-19,0.00155012495720837,2.2587695732802e-07,0.998226313344319,7.83407322481983e-06,2.40038312559469e-07,0.000176796383518329,3.84653264590324e-05
"6",6,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg14.wav",0.032258064516129,189.05052,26.18883,19.650894,8.775162,11.494698,16.668543,0.56344366,4.9659867,7.3219047,1.3928237,-0.08701445,-4.7274756,1.6939278,2.0259676,-0.30001998,-4.644929,0.16714954,0.35015127,-0.026633529,-1.104118,-2.1706727,-0.097098544,-0.17587371,0.2797563,0.6639965,-1.2906904,-2.524973,1.03634,-1.942517,-1.5238515,-2.8552194,-2.663667,-0.031816542,-0.845356,0.21443415,1.6777725,-0.04170399,6,2.02360145346359e-22,1.54817431131207e-07,9.02268971120535e-06,0.234524360093273,3.63395891593127e-08,9.7501223687757e-08,0.76545448109167,1.18474671022687e-05
"7",7,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg10.wav",0.032258064516129,215.41806,-4.7472744,9.586133,3.0036366,11.844956,16.986502,3.0704446,0.42780656,5.1101255,0.2022172,-0.26200947,-1.917185,-0.48169532,3.4478135,-0.5424201,-2.001332,-3.4081545,-1.1080657,0.79665536,-2.2046733,0.8970777,0.78017414,0.06528748,3.295735,-0.6585936,0.99030495,-2.2114577,1.779167,0.7980385,0.040406257,-0.4683764,0.7265104,0.43393606,2.8709087,-2.1721478,2.0099316,-0.6247798,3,3.29992589683365e-20,1.21121894684354e-07,7.86035229658455e-08,0.992465435132186,4.02769159632425e-09,6.64964616518277e-09,0.00753312851322992,1.22595182758108e-06
"8",8,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg11.wav",0.032258064516129,230.54036,-7.378624,1.3475299,5.592514,13.878532,17.148272,4.688086,-0.85217196,7.646052,0.9927129,-3.58766,-2.9278934,-2.956882,0.0701769,-1.5988923,-6.1553774,-3.0182025,-1.2754966,1.9140105,-5.473079,-0.19591531,-0.36339858,2.4265764,4.5045986,0.5810499,-1.4391209,-2.9348185,5.338602,-0.42887354,-0.122626364,-0.9728811,-1.4282314,-0.82477474,2.9012203,-1.1318002,2.8117409,-0.5424118,6,1.71960470714075e-18,2.93161298225616e-11,1.07975533110514e-06,1.00159585615206e-06,1.03530273717319e-06,0.000110108911338979,0.978341836162504,0.021544938242915
"9",9,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg13.wav",0.032258064516129,205.20537,5.1175613,8.719779,2.0366673,12.188233,17.566288,-2.153828,1.7852461,7.8985605,3.8103855,-0.5753274,-1.6842616,-0.17874296,3.080917,-2.4765773,-3.268206,-3.304504,-2.6270864,1.2709861,-1.6289783,-0.48408672,-1.2641652,-0.2109242,3.1211793,-0.72487235,-0.55430233,-1.6343772,2.541071,1.1110742,-0.6663848,-1.1233606,-3.1682763,-1.5016756,2.399212,-0.76016617,2.9180565,-1.8011637,6,5.18054877690348e-21,4.84293533284012e-05,3.56429388349526e-06,0.0329132890789776,8.78485986476169e-08,9.04632292693878e-07,0.966979920947223,5.38038456947538e-05
"10",10,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg12.wav",0.032258064516129,214.71631,-4.475434,3.9918792,2.2483053,16.053486,16.713507,-0.29828277,1.8650074,7.1980557,2.341603,1.284701,-2.3057528,-1.2473878,6.002453,2.1383884,0.91224885,-1.5012975,0.68374604,0.66495544,-0.31888512,0.2949712,0.12591374,-0.72486573,-0.66077524,-0.72799784,-2.686343,0.24422275,2.939466,0.9009287,-0.67937374,-2.3307884,-0.08642087,-0.40626645,2.8730183,-1.9111085,0.61034966,-0.72364974,3,1.28936775346211e-31,2.93382024892971e-09,3.82594725626226e-09,0.999475218198675,6.1451581519496e-11,7.56117729804741e-11,0.000524770251732539,4.65276231097829e-09
"11",11,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","","Satin Bowerbird","Marta Celej","2023-08-19","07:30","Australia","O'Reilly, Scenic Rim Regional, Queensland",-28.2149,153.1494,854454,"Ptilonorhynchus_violaceus_854454_seg5.wav",0.032258064516129,239.40543,-7.7098904,31.986502,-4.7881637,1.368322,5.323517,3.487262,9.651459,2.7049708,2.8461165,7.9950376,3.492416,0.07802463,-1.1905706,-9.08961,7.618388,-0.50122696,2.124205,3.016785,-0.54602575,4.5954204,2.2857516,-2.8313444,-1.0424439,3.4428601,-0.3130332,-5.7551165,-0.9442298,-1.427144,0.91625315,1.9362606,-3.9146092,1.1786374,0.8877659,-0.914732,-2.3141823,-0.5448508,1,3.12057669079389e-05,0.505230004030348,1.02052264436383e-07,1.03051200467636e-10,5.00667041629155e-05,0.0218361976829673,0.0639270497107555,0.408925373949541
"12",12,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","","Satin Bowerbird","Marta Celej","2023-08-19","07:30","Australia","O'Reilly, Scenic Rim Regional, Queensland",-28.2149,153.1494,854454,"Ptilonorhynchus_violaceus_854454_seg4.wav",0.032258064516129,258.19147,-6.4991918,29.082838,-6.5804143,9.176461,-2.9886796,5.041818,2.2772205,0.74928933,2.9266615,7.494398,0.45355183,0.6164688,-2.7951007,0.54787153,2.7467482,0.66214377,1.2149572,-2.7444458,2.7506323,-0.6177697,-4.237097,-3.9192867,0.3985751,-1.3489286,-0.5917597,-1.740534,-2.3490462,-0.7016633,-0.21200994,2.5231085,0.6349969,-2.454904,-3.398056,0.23880863,-1.8264465,1.741718,1,1.69370054391086e-06,0.991448076167178,1.68828481629072e-08,1.67528747183058e-06,2.15189398618393e-07,2.9813517687934e-05,0.00851556038790401,2.94886696847368e-06
"13",13,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg11.wav",0.032258064516129,230.65099,-4.143858,-5.38293,1.0419234,13.064255,15.416403,-2.108399,0.20260476,3.2960436,-0.27654937,-1.0516361,-0.2664029,-1.1154227,8.270913,0.31122395,-2.6983175,-3.276889,0.44625133,0.7614069,-3.6762464,0.71345156,-1.4212791,0.6678806,-0.29876083,0.45144674,0.49684086,-1.1805726,2.9198837,0.86175764,-3.2940307,-1.8813422,-1.5205648,0.31681633,-0.3922844,0.3760929,1.1589775,-0.7942371,3,5.12030284403495e-24,1.53140645596952e-07,2.18577206555939e-06,0.773892318588888,1.7462395516573e-07,5.32616605632876e-07,0.226076850237944,2.77850198952843e-05
"14",14,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","","Satin Bowerbird","Marta Celej","2023-08-19","07:30","Australia","O'Reilly, Scenic Rim Regional, Queensland",-28.2149,153.1494,854454,"Ptilonorhynchus_violaceus_854454_seg6.wav",0.032258064516129,228.71806,7.1080956,17.5271,4.496784,-5.940049,12.865767,4.932834,-3.4147182,-2.1488943,9.152733,2.3764036,1.7660847,1.1375701,-1.4377813,-2.4279523,4.8664846,2.620163,5.0952983,2.2099345,-2.2612321,2.0376124,0.72029954,-2.743232,-0.5088723,0.40104085,2.280112,-2.470083,-1.6046258,-0.707079,-4.0176344,-1.6297072,3.6305547,1.6219182,0.25858116,-1.7930422,0.06864929,0.67839235,1,2.35090365938506e-08,0.964328872906698,1.48850682698419e-07,0.00068557322055257,1.60419505840756e-06,1.75212155188589e-06,0.0349765820426847,5.44315373604571e-06
"15",15,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg5.wav",0.032258064516129,225.59653,13.077005,-4.261598,8.001784,10.685633,6.9925327,-1.7072519,1.7999779,2.173832,0.31450382,-2.7569275,-2.9898942,-1.2799556,2.2082198,1.9838208,1.51576,-2.5965357,-0.7155851,1.3941259,1.4997678,1.3458437,0.17811735,3.1546762,-1.3121892,0.6190847,-3.2736707,-0.7676292,2.6792223,0.42257616,-2.1096559,-1.4788096,0.42945474,-1.7725997,-1.5796413,-0.35999584,1.9043941,-1.1315901,3,1.04561901134491e-28,3.090808590992e-09,4.08533739733556e-07,0.999090725544489,2.57644609141897e-10,3.35986219525386e-10,0.000908857477964001,4.75936757268629e-09
"16",16,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg4.wav",0.032258064516129,255.1184,-20.172577,-9.615905,-10.2259865,16.622847,12.989638,3.0734823,3.0954878,12.796243,-4.7527275,2.3658004,-1.4499931,2.0959988,7.191487,5.262077,-2.47097,3.3246357,-2.8433347,1.7471937,-1.2763509,-3.0108843,0.058067545,1.5165673,-4.2344236,2.3485756,-3.0680249,-7.2252407,4.6729407,-5.033705,-1.6601981,-0.7184137,-3.9828749,-3.7811012,4.1827755,0.9826851,0.6607704,-1.1438247,7,1.35370137254466e-31,9.44707244670474e-11,2.99387538173124e-08,9.95863360249007e-10,0.00015467855297752,0.0102740007954197,0.033148473419199,0.956422816203319
"17",17,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg4.wav",0.032258064516129,226.63925,-14.487358,8.58255,1.6595533,10.1531,12.00175,-1.9811742,-1.5639569,-5.3440285,7.169455,2.2305472,1.3740805,-7.985618,12.700331,-0.034380097,5.173141,-4.961442,-6.717518,1.0966927,1.8730732,0.046737395,-3.452705,3.112372,0.08020205,-2.3739018,1.0506501,-2.6894808,4.3195143,0.43404377,-0.2785104,-3.4173336,0.60588723,0.7676906,-1.0233841,-2.134799,3.9449444,1.67976,4,2.62238259423168e-05,2.52975002030238e-09,2.81911100751874e-06,0.000124388188650766,0.688050730707634,0.00229665658205958,0.275657122158227,0.0338420568967317
"18",18,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg5.wav",0.032258064516129,254.8068,-18.353632,-12.037787,-8.137135,19.481892,11.050422,-3.081168,-2.896643,10.124161,-2.595129,-3.7792823,-4.131422,1.6140212,5.403697,3.642491,-1.7854382,0.3270165,-3.3738353,1.4725689,0.1479454,-1.8246545,1.5476185,1.0783716,-1.9389282,2.3237774,1.247183,-1.513538,1.565448,-2.7333672,-3.4312108,-6.144329,-3.4394107,-0.5943436,-1.3635292,-4.600149,3.5487347,0.9643547,6,4.53921965307421e-32,1.26781063049614e-12,4.94477613012725e-06,0.0138864159042737,1.99796421685741e-06,7.81283616194161e-05,0.945105991935972,0.0409225210565193
"19",19,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg7.wav",0.032258064516129,220.1327,2.363926,9.675461,-0.37394354,15.699033,11.702688,1.2600695,8.17971,8.970088,-1.1077156,0.014409418,-3.7249022,1.0341955,1.695109,4.550218,-7.4349747,-4.194477,2.1267686,-1.4292516,1.5062815,-0.4093359,2.445072,-2.3386798,-1.5161455,-2.4646254,1.7632562,-2.879442,-1.6814615,-2.6795282,0.019933533,-3.7453403,-0.023193246,-0.5297241,3.111579,-1.1287432,-0.7408047,-2.7227857,6,4.56216900129506e-27,0.00270876240299558,4.16472105444366e-05,0.100374707511579,6.85173876159446e-05,0.00037865850768869,0.882138064637509,0.0142896423420648
"20",20,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-07-10","09:00","Australia","Watagan National Park (near  Laguna), New South Wales",-33.005,151.3931,146089,"Ptilonorhynchus_violaceus_146089_seg4.wav",0.032258064516129,205.99628,2.3325226,-0.32968405,9.621444,15.013341,15.202143,1.0874807,-0.8789836,3.8037665,5.1715713,2.3037603,1.48273,2.7103763,-0.46290267,-12.284551,7.2315,-1.5942736,1.664953,-0.563429,3.140857,2.054521,-0.742637,0.7436514,1.3732969,1.3952298,-3.0183678,-2.6823752,1.9029957,-1.2004781,-4.2990184,-5.8289948,-3.2443407,0.20469439,2.0328941,-3.6673145,1.3693695,-1.0027765,6,4.1536440233557e-24,3.04059322980847e-10,2.02029777309331e-06,3.70432647721413e-08,2.79740923337599e-05,1.31576832304712e-06,0.876389614788168,0.123579037706077
"21",21,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg7.wav",0.032258064516129,237.50414,-22.768854,-11.323248,1.478625,20.303602,16.789064,-6.7441573,0.053280998,12.134635,0.20072144,0.3415087,-3.9653363,-1.026458,-1.1779287,-4.2055116,5.949488,-6.3370495,-2.2655768,3.1149092,-1.9463794,4.530861,-3.5690372,-4.6608205,3.7660422,-0.016722204,-2.4048488,1.4981695,-0.26577958,1.4635048,-0.4760663,-4.9327674,-0.953352,0.5113474,-0.60116005,-5.281636,1.3177109,-2.4711876,7,8.04383546459442e-34,4.74444043791773e-12,1.1470198388125e-06,1.53635479117194e-08,1.5663601940905e-06,7.19703750356726e-06,0.0910030546686161,0.908987019545554
"22",22,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg6.wav",0.032258064516129,250.72585,-17.750881,-8.756408,-3.6010313,21.140043,8.002412,2.4145122,-3.0912182,12.011651,-9.257061,1.9326419,-0.041766096,1.5489068,4.7554164,5.369247,0.6394026,-0.57414365,-5.771254,0.8896484,2.8840785,0.31860125,0.9474244,3.2208903,-1.5075239,3.1261466,-2.3020139,-4.652647,1.9052997,-0.4441087,1.1231692,-2.0532224,-0.76518005,-0.87673783,1.821804,-4.723705,3.1062317,-1.9990975,6,9.45489086535271e-32,1.8970653657712e-08,1.1585674603515e-05,0.211862385693403,0.000297406441013762,0.00185620067969342,0.724885169403047,0.0610872331375869
"23",23,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg2.wav",0.032258064516129,254.15994,-10.6317625,-2.8402843,-2.1113198,25.936691,6.488589,-0.08087627,1.2353351,8.573856,-4.908021,-0.25692624,-1.0630542,-2.5182834,2.637974,-1.5923611,-1.4554361,-6.1066313,-4.44325,1.7811896,-1.0310884,0.43853223,2.383249,1.088034,-0.8160899,5.455247,0.48592302,-9.912927,-0.06561499,-1.8622205,-1.9172717,-2.4548228,-3.7881916,-3.2303433,1.8174267,-0.7746229,4.8681755,0.9244534,6,6.7626303371751e-20,1.26956487866719e-11,4.19690833687042e-06,6.99683108956197e-07,0.000107109431907238,0.0108473666755142,0.829513499395643,0.159527127892792
"24",24,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg3.wav",0.032258064516129,225.19261,-7.666365,6.6638427,-3.7714627,7.6713676,16.588713,1.1806849,0.13098562,4.716937,-4.6408525,-0.7386903,-1.5134075,0.91551054,2.2460775,2.3031127,-0.57341576,-2.9648488,-0.56838834,1.070493,-0.88070124,-1.3461726,-1.0759945,0.54662544,2.5554817,-0.6934019,-0.2369223,-0.9898459,2.6244195,-1.3745443,-1.6429524,-2.3800673,-1.8932081,1.0609026,2.9899426,-2.6064625,-0.8677025,0.26162225,3,5.54643639728573e-22,2.24154847280644e-09,8.64888679483187e-08,0.999636016830243,1.76419125816557e-09,5.51701419630462e-09,0.000363070108282803,8.17049853740486e-07
"25",25,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-07-10","09:00","Australia","Watagan National Park (near  Laguna), New South Wales",-33.005,151.3931,146089,"Ptilonorhynchus_violaceus_146089_seg1.wav",0.032258064516129,206.9623,10.119887,14.255674,9.824904,9.219395,13.403988,3.6807847,1.9814672,6.95743,3.654142,2.363718,-1.0951387,-1.8013915,1.5762049,1.8522838,-3.9268117,-0.9232766,-0.08911954,1.4601032,-1.4147761,0.10389101,3.2320433,1.8306497,1.3449212,-0.13571931,-0.24796559,-1.3068739,2.7427595,1.1716865,0.68890566,-1.2497133,-1.0841826,1.597836,0.33852386,-3.1324458,-0.5053272,-0.31139755,3,1.31404140601011e-18,0.000318281150433762,3.21780824436061e-06,0.890026328878456,3.89623596750999e-08,6.56142687474291e-08,0.109649218099811,2.84948642574047e-06
"26",26,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-11-24","10:30","Australia","Barren Grounds, New South Wales",-34.6757,150.7072,171965,"Ptilonorhynchus_violaceus_171965_seg2.wav",0.032258064516129,303.94418,-16.5746,15.213056,-24.1568,4.332446,-9.403931,17.724562,1.1369388,3.1656415,0.8359959,-3.0618467,3.9877267,0.53628224,-5.232483,15.459623,9.694463,9.122986,4.3426194,-2.859192,1.7279102,3.9221387,3.546077,3.3632534,2.638521,3.8421981,-0.037242316,8.369469,1.5298309,-0.402007,-3.8389761,-8.833962,-1.8181394,3.5618632,0.92142105,2.5385218,4.0757732,1.5154086,5,3.56518012621145e-07,4.14348070545419e-10,1.12559590503375e-17,2.03671977263977e-52,4.5311157514786e-09,0.833596302754471,3.97472021172446e-10,0.166403335384578
"27",27,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg3.wav",0.032258064516129,247.85411,-11.51975,-5.770684,-3.8326576,21.533846,13.546796,-2.8826385,1.032996,9.335507,-7.588816,0.19092637,-1.630061,-3.9253092,3.9663131,2.7636147,1.9931921,-6.272145,2.764918,3.9464366,-2.2909281,-2.5792189,4.6178355,-0.8246026,-0.10792226,3.8355255,-0.60630566,-6.7766657,0.35750723,-2.6898966,-2.1573567,-3.1699393,0.5762638,0.58840036,0.9433937,-3.5536518,2.9611244,0.28728113,6,5.54308977913781e-25,3.47170089861743e-13,1.20241931341885e-05,0.000363469957666367,0.000600313661301795,0.00829775558061208,0.820124538373694,0.170601898233242
"28",28,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2012-04-10","09:30","Australia","Royal National Park NSW",-33.3824,151.0704,134247,"Ptilonorhynchus_violaceus_134247_seg1.wav",0.032258064516129,255.6749,-11.0640745,-15.656718,-0.18643457,23.569218,6.938471,-2.2002454,-2.1774652,9.8777275,-5.398659,-1.9547952,-3.0422328,-1.2624311,7.156101,0.15509649,-4.689465,-2.5262206,1.6106781,1.4324872,-0.3386757,0.45960614,-0.9710718,-0.1846632,-1.1280022,-0.49635014,0.27429238,-5.820934,-0.18146475,-1.2966995,0.035868566,0.9310225,-0.8360755,-4.380919,1.0934372,-2.8556786,2.709772,3.1459734,6,1.02901243489721e-31,7.69752627307741e-07,1.69225477964972e-05,0.01317761717556,5.8211155041146e-05,0.000946489120963153,0.970355093338273,0.0154448969097408
"29",29,"Ptilonorhynchus","Ptilonorhynchidae (Bowerbirds)","Ptilonorhynchus_violaceus","violaceus","Satin Bowerbird","Marc Anderson","2013-07-10","09:00","Australia","Watagan National Park (near  Laguna), New South Wales",-33.005,151.3931,146089,"Ptilonorhynchus_violaceus_146089_seg3.wav",0.032258064516129,176.25113,19.11639,13.745737,15.334854,4.464958,15.451806,3.4517987,0.018541042,2.0268352,6.2299275,5.2169027,2.6298695,-2.6170828,-1.90127,-14.538914,11.822057,0.88509786,3.0685103,-4.563501,4.8632154,-1.6091763,2.2565405,3.0930095,-2.3982344,1.5556058,-0.37038007,-5.0966806,1.847008,-2.15651,-1.092087,-2.824382,-0.58492196,1.6981819,1.5539074,-0.56883955,-0.60139275,1.5409684,7,4.78091724810151e-17,5.26705675828418e-17,4.55584520102928e-07,5.27873136781427e-15,0.000148677861450416,2.72890149577954e-08,0.0730450825878488,0.926805756677163
