"","gen","family","species","sub_species","common_name","recordist","date","time","country","location","lat","lng","bird","file_name","weights","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","gmm_cluster","gmm_prob_0","gmm_prob_1","gmm_prob_2","gmm_prob_3","gmm_prob_4","gmm_prob_5","gmm_prob_6","gmm_prob_7","oscine_group"
"12482","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg1.wav",0.0147058823529411,234.21767,20.317245,-33.69256,10.275056,8.569133,2.5800822,4.047929,-3.724238,6.6143284,2.9200523,0.71874094,-6.089821,5.863464,2.44673,2.205481,-3.3898342,0.10667648,1.3082467,-1.3073177,4.8834066,5.3227787,3.3915386,-0.73542356,-3.8307185,1.3414277,1.123398,3.9438338,-1.6024289,1.2228506,-0.23368649,-6.3887796,2.283431,3.3661351,3.1539955,4.0965242,-3.4567451,0.7083601,6,3.59575266421013e-67,4.14768757840381e-25,9.72822445184169e-05,0.000957329627734047,5.59966918853987e-08,2.74207536991747e-08,0.998573639318368,0.00037166539193404,"Non-Oscines"
"12483","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg19.wav",0.0147058823529411,276.7895,9.374161,-70.51036,10.613802,3.4160566,-7.162642,13.213603,-0.9207313,4.952365,1.9702706,-0.8836195,5.358581,4.1453805,5.158955,0.19439462,1.4987911,0.5367681,2.0712814,2.4571579,-0.5558226,1.2387846,-1.6492604,4.00285,-2.3480606,-6.520597,4.4073763,0.761382,4.5861235,1.2192715,0.7114642,-3.1367202,-3.7115393,-3.353878,3.2314835,3.7268085,0.29407692,-2.2641811,2,8.24393770046431e-79,1.53573565088592e-52,0.976632979499578,1.65796689663548e-16,0.000117026705251389,3.85713107150203e-09,0.0135358475551382,0.00971414238290039,"Non-Oscines"
"12484","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg24.wav",0.0147058823529411,283.4692,21.836248,-68.285545,0.12784211,2.6090703,-18.053679,2.5830467,-0.7556184,3.5906138,1.9188176,2.8226194,8.924178,-4.261024,9.7878475,-5.4760323,-2.299082,-2.8546448,5.3841305,-2.8650293,1.3889884,-3.5764663,2.5014262,1.1687173,-3.5372891,-2.7750854,9.7659445,2.4535651,2.7745585,1.9377428,0.8951941,-5.544905,-4.5690293,-1.9008905,5.338766,2.6098752,-2.405714,0.7107092,6,2.20930778823954e-71,5.17619374993005e-52,6.0571445873464e-08,9.60452844277627e-32,0.00012219389308297,5.16371099579138e-07,0.639806026269936,0.360071202894439,"Non-Oscines"
"12485","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg6.wav",0.0147058823529411,277.93216,20.778091,-59.273483,2.4027326,7.8134017,-11.899038,1.5652115,-3.101392,7.210288,-0.15063667,0.9908525,-1.9082643,3.2196643,6.813652,-0.6586857,-2.2253835,1.645366,3.475016,-1.3270802,-2.638291,-3.6119485,4.6300945,7.5154347,-5.862459,1.2226733,12.095283,-2.620041,-1.3822392,0.79646176,3.9488611,-3.9630759,-4.830729,-1.8396752,4.048191,3.5135655,-0.89785004,0.2704727,6,1.70045507547275e-66,8.52947644844216e-37,0.00219394100290283,8.66050452074748e-24,0.000135159663354025,0.000670920066743658,0.569405823572133,0.427594155694867,"Non-Oscines"
"12486","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg2.wav",0.0147058823529411,256.5397,21.695675,-39.14613,5.9396143,3.5670588,-5.515373,-1.4094796,-3.419932,2.734797,4.969457,2.7709618,-4.560163,2.6484787,3.8476763,0.064020604,-3.4322088,0.1359822,2.174426,-4.9378595,-2.7134743,-0.08826745,-0.8438038,1.4402059,0.2864501,-0.8541664,0.969619,3.5177262,-0.53603876,0.5978695,3.2483492,-6.337971,0.6454683,0.5181011,0.6911583,-2.856286,-5.122429,-3.037312,6,6.75178659458189e-48,1.32510067710017e-18,0.00159751418797348,1.8435467053196e-06,8.69448448937194e-06,5.38032882499603e-06,0.998108811529766,0.000277755922238945,"Non-Oscines"
"12487","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg3.wav",0.0147058823529411,247.48431,23.900513,-31.677752,5.7366433,3.7655456,-4.5895305,-1.1697837,-3.990457,1.977809,7.223616,4.9180846,0.6889615,4.2026644,5.292883,2.1102214,-1.0702527,1.2856307,3.463209,-5.5731654,1.8020793,2.6909082,0.2396902,-1.0634328,1.3431542,-2.7808092,3.6584005,2.148219,1.6490835,1.8959832,-1.0746781,-2.2886994,2.843087,3.3928256,1.6670723,-0.5913391,-1.0513744,0.3443168,6,4.95672371005083e-46,5.91364694510232e-19,1.38274161091081e-05,0.000177430228743982,3.72337157990017e-08,4.91263195999008e-08,0.999802444938306,6.21105680477154e-06,"Non-Oscines"
"12488","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg7.wav",0.0147058823529411,280.39792,18.158623,-64.208664,-0.9137508,5.4432034,-8.556958,5.1360483,-4.5472574,7.9772415,0.46999514,0.25387868,0.5456311,2.857166,5.306038,0.66907275,-0.12782404,3.5051322,4.583287,-2.1674058,0.31419843,-6.0330043,2.744919,9.220966,-7.1803565,-0.5352741,9.306358,-6.069155,0.8920895,3.372118,1.9200369,-5.1496243,-1.0845077,-1.3469563,1.5760727,5.3378825,-4.0493793,0.9531821,7,4.31349314270689e-73,4.18065531000558e-44,6.44386182294669e-06,1.79901095330302e-28,1.49090961043961e-05,7.23332502008398e-06,0.00374366996685945,0.99622774375019,"Non-Oscines"
"12489","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg7.wav",0.0147058823529411,234.2022,27.688456,-24.365368,4.508588,6.3203344,-2.120957,-1.6039364,-3.0397148,5.164718,5.0654984,6.6317086,-3.3373146,2.6264,0.6632656,1.2111539,0.4272763,-0.3957311,2.6411963,-3.093324,5.4735804,3.78645,1.0322213,1.0282136,-2.1767042,-1.9903653,0.73657924,-0.86802673,0.19793384,3.766766,1.9271785,0.43044823,2.436559,2.1324582,-1.0983658,-0.8292885,-3.044714,-0.90650666,6,5.11878930365736e-44,1.1267888382125e-13,0.000282379534025845,0.148606544908463,8.23780020594678e-07,4.71444173801012e-07,0.851067769167277,4.20111659276879e-05,"Non-Oscines"
"12490","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg11.wav",0.0147058823529411,292.72952,21.455957,-51.17863,-6.2542963,-6.251697,-16.047861,-3.8408039,-4.806019,0.67625576,1.9550321,7.641338,-0.08095832,-0.29958797,7.3584795,-2.2808876,-4.8703885,0.8590629,-1.6965679,-2.3084097,3.1527545,2.9655242,1.5208504,-0.072170496,-3.1254084,-1.9200208,5.058796,9.120485,3.0676994,0.25071725,-1.7226782,-1.2796628,1.5839173,-2.3883893,-0.8550415,3.8623915,-3.2217922,4.1251163,6,2.49949347400627e-45,1.42147526927112e-34,0.000205318983041077,2.37922718474632e-20,0.00035338613569197,2.80698616159211e-05,0.76060400421314,0.238809220806511,"Non-Oscines"
"12491","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg22.wav",0.0147058823529411,282.36447,19.222843,-68.93444,0.7796782,3.6477258,-13.333967,3.0174768,0.8466562,5.3102164,1.9079709,3.8827074,6.7214537,-3.204522,10.418626,-6.75962,-2.4453578,-2.2845345,6.037456,-3.6911235,2.7437065,-2.4603958,5.798816,2.9281616,-7.5047154,-2.1941068,5.659715,-0.2475324,3.7577767,2.5715716,1.1251713,-4.112758,-3.3999052,1.2239786,4.364443,6.405136,-3.7099838,0.7931055,7,4.62630853663196e-74,3.90331771388332e-50,8.40017510649576e-09,6.96386382504291e-32,1.02141228033482e-05,2.47884323455436e-07,0.032822769895624,0.967166759697074,"Non-Oscines"
"12492","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg10.wav",0.0147058823529411,294.5207,20.183332,-55.362736,-7.6195383,-5.22177,-14.394079,-3.5879893,-4.749144,-0.95600396,0.4451541,8.95173,1.2771618,-2.7399437,5.1067095,1.3432754,-4.9523005,0.5995399,-1.1173255,-2.1533413,1.9424766,3.3758337,-0.1910613,-4.2652645,-1.1884962,-0.38451308,8.213497,8.7253685,0.08741965,-3.3648682,-1.2907968,-1.0145692,2.1393228,-3.681233,2.9205418,1.4629841,-0.21501923,2.813119,6,1.28343272411896e-47,4.08420338182251e-36,0.000524108105844847,1.97794307519207e-18,0.000706114839731624,2.2971154250883e-05,0.971068040403323,0.0276787654968473,"Non-Oscines"
"12493","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg6.wav",0.0147058823529411,259.2514,10.744439,-43.225124,4.477023,3.805073,-2.3660705,1.1011462,-3.0944288,9.60897,-1.491427,0.91291344,-2.733776,9.263545,1.9691107,4.321204,-0.033427343,1.2139577,1.468537,-3.5232098,3.7130504,5.5920615,0.049011137,-1.6966559,0.8710906,1.5538845,3.1113334,4.309227,-2.2972543,3.4719758,3.2186177,-5.9568496,4.34922,1.3558496,2.1972618,2.45196,-2.2692509,0.9059889,6,1.18041787885726e-73,3.06565263184765e-31,0.0202038048658671,5.54786236707745e-05,1.05229993339474e-06,1.40884936270299e-07,0.976486458926374,0.00325306439921876,"Non-Oscines"
"12494","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg2.wav",0.0147058823529411,270.61884,21.156975,-56.851513,3.7031248,8.515463,-8.578791,3.4801848,-2.729357,5.498767,-0.5463493,0.022875732,-0.0881282,1.2563083,5.6965227,-0.21530147,0.1931597,2.7985063,3.3746276,-0.7720889,2.0766437,-2.9624357,2.7590184,7.3512216,-6.6125226,0.879514,10.657912,-4.2083344,-0.174002,-0.12525254,2.609034,-7.9566965,-4.999642,-1.6856462,2.6128025,4.5197363,-2.0017624,1.223133,7,1.09881652099139e-69,4.53829708132061e-38,0.00134903263752202,2.0383575208788e-21,2.19538574736219e-05,5.19291379532423e-05,0.401043131520996,0.597533952846055,"Non-Oscines"
"12495","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg4.wav",0.0147058823529411,246.64145,22.799753,-27.73576,1.1079059,1.4697713,-5.1928234,-1.5663675,-2.2533925,4.935377,6.9840355,4.8478627,1.4689804,3.6036203,4.3362074,0.6576792,1.1703179,-0.11474497,2.649664,-6.8343167,2.6058385,3.8410404,0.16365786,-0.31359112,-0.78757936,-1.3457602,-2.2471943,2.7805507,1.5805762,4.2308426,1.1230422,-3.5153897,0.45354432,1.6280602,-1.1020489,2.6726723,-0.5615101,-1.4743004,6,6.33344082924964e-43,6.13245696617752e-16,6.19138718138173e-05,1.10776073099097e-05,8.10992822183962e-07,2.6896682112617e-07,0.999845564023655,8.03645375792199e-05,"Non-Oscines"
"12496","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg20.wav",0.0147058823529411,282.00217,26.809214,-66.541985,0.9348195,2.5308774,-15.663451,-1.3201791,-5.4109035,4.0958323,1.6888031,5.344391,4.339406,-2.783912,10.968728,-2.0709095,-3.0899844,-1.7729921,5.2212224,-0.3085952,1.3904576,-1.0518633,4.5421324,3.167763,-5.6357594,-0.23356661,4.2496705,-2.865804,4.597606,0.25526172,-0.05331389,-5.4821305,-3.014786,0.59422207,1.8812618,3.9807591,-5.7512665,1.9272649,6,8.39366186031976e-73,1.80368336557374e-46,7.54600943508414e-08,4.26270501317296e-25,1.70676060883438e-06,3.11749571761226e-07,0.933318088382991,0.0666798176467368,"Non-Oscines"
"12497","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg12.wav",0.0147058823529411,294.15836,23.378683,-34.071865,-3.0356555,-5.6813154,-3.9972718,-10.19378,-3.460494,7.0636454,0.60684663,2.0590382,-8.272792,2.644511,-4.8421416,-0.85783905,0.2828111,-3.971563,0.8509605,-5.7917485,4.5190916,-0.785204,5.5920916,3.5877264,1.1829345,1.2549124,1.5313115,-0.7873195,-4.7113743,1.0365406,-2.292737,2.22561,-0.3181046,-1.6977848,1.6334267,3.2612996,-3.3190784,0.1134125,6,1.01494612185735e-39,8.0791583875669e-11,3.59287359911526e-05,4.09498499962182e-06,7.38616621211536e-07,0.0063651214758698,0.991253783526221,0.00234033257950417,"Non-Oscines"
"12498","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg21.wav",0.0147058823529411,276.42197,20.884201,-64.94136,4.3896317,3.8494916,-6.659914,2.0637772,-5.401224,9.930384,1.0252529,-0.31480297,2.5795362,4.9235053,7.66563,-2.0887313,1.5638943,-2.7090192,3.792683,-2.0590124,2.1268544,-5.472804,2.4710007,6.4905567,-7.608389,-0.5729643,10.374718,-4.2389174,1.286975,1.4420424,2.6644537,-4.940555,-1.5884064,-1.1745542,3.3804073,7.3863006,-4.2277946,-0.6626202,7,9.34139455484217e-77,9.72974403533866e-44,6.14705662330849e-05,1.18556155229028e-27,4.70093881193743e-06,1.42447978387484e-05,0.0657001848278738,0.934219398869241,"Non-Oscines"
"12499","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Rosendo Fraga","1998-10-18","?:?","Argentina","General Lavalle, Buenos Aires",NA,NA,49382,"Elaenia_parvirostris_49382_seg5.wav",0.0147058823529411,247.69925,18.802809,-39.516632,9.556193,6.381506,-2.2474074,1.4999894,-4.2173576,9.438005,5.2583995,1.69166,-3.3190827,7.725566,2.9047883,3.303252,0.9431164,-3.8289206,-1.0782895,-4.662722,0.82604265,6.149352,1.3806752,3.2307184,-3.4809353,0.46304265,1.4306725,2.6387396,-2.5225284,3.913271,0.5468991,-0.203248,2.5441737,1.107178,-0.9328003,2.392693,2.51404,-0.5768751,6,5.72081406836313e-58,2.15278862908443e-21,0.0620867520315466,0.000732342368648105,8.27303582604885e-06,1.29842539908423e-06,0.936439157554825,0.000732176583757862,"Non-Oscines"
"12500","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Guilherme Melo Becher","2022-12-14","06:00","Argentina","Mercedes Department, Corrientes",-28.5454,-57.1543,770817,"Elaenia_parvirostris_770817_seg1.wav",0.0147058823529411,278.83737,11.785012,-62.01184,5.012857,2.210942,-11.980966,10.929638,-0.25076127,2.840963,-0.228098,-0.34941003,6.372304,-0.94507605,11.012653,-0.9783819,-2.5818746,1.1876631,7.1509614,-3.3923187,3.5895755,0.5631113,1.6384773,4.761854,-10.332797,-3.5980077,4.9303246,2.0418577,-0.16434951,2.5102713,-0.45295244,-7.281128,-6.036329,-0.5160948,0.8154831,2.7059603,-0.6805973,1.5982739,7,9.45411857667117e-68,1.66895756972623e-51,8.95193188556584e-07,3.64326461008983e-30,7.78415153692128e-05,3.13331460233874e-08,8.28388150786856e-05,0.99983839314322,"Non-Oscines"
"12501","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg7.wav",0.0147058823529411,286.4709,21.22934,-46.866867,-2.3043041,-6.0627112,-16.079437,-3.144857,-3.7227755,-0.15220758,-0.2645256,8.30599,1.9863753,-0.3718811,8.600832,-1.9710431,-4.5529613,-1.1398276,1.2494699,-3.6076667,2.907761,1.0696614,-2.4097397,1.198042,-2.8641648,0.83402616,6.4159393,9.448499,3.6348076,-1.6344173,-6.81279,-1.062918,3.8734078,-2.9019945,0.17321587,3.8594995,-4.153385,0.16565032,4,3.40459846885831e-40,3.0466923011462e-34,0.0632740301794645,5.83296573466843e-26,0.499580805995576,4.73753388009582e-05,1.0806351736275e-05,0.43708698213442,"Non-Oscines"
"12502","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Bernabe Lopez-Lanus","0000-00-00","Dawn","Argentina","Estancia El Potrero (casco), Gualeguaychu_Entre Rios",NA,NA,46422,"Elaenia_parvirostris_46422_seg3.wav",0.0147058823529411,258.02817,14.142169,-22.580442,0.55725765,8.286473,-0.56587636,-2.2756388,-8.274868,8.135829,4.0221553,8.553146,-2.5450215,5.640471,1.796728,1.9901667,0.9061982,-2.54689,-0.11017178,-4.1925755,3.1072884,1.6504769,-1.7977058,-3.4888458,-1.6473283,2.107176,3.2426581,2.8063114,0.74995285,-0.89387393,-1.5926114,-1.2090752,1.488491,1.6689973,3.386385,-0.4609251,-3.7030048,-1.3238499,6,4.4253536010437e-43,1.02438426378131e-13,0.000295628052795696,0.122980810032256,8.30119497732239e-08,1.63470574264189e-06,0.876688729214025,3.31149831310549e-05,"Non-Oscines"
"12503","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Bernabe Lopez-Lanus","0000-00-00","Dawn","Argentina","Estancia El Potrero (casco), Gualeguaychu_Entre Rios",NA,NA,46422,"Elaenia_parvirostris_46422_seg2.wav",0.0147058823529411,254.14383,14.177874,-16.51792,2.180352,10.27989,0.12309409,-1.0065085,-8.741376,8.74122,2.671259,5.76056,-3.889185,4.7737546,1.9126083,3.8579202,-2.6588252,1.4941609,1.0986168,-7.52635,0.32339585,3.3366706,-0.96989244,-1.1744902,-4.034659,3.589323,0.6803203,1.9315573,-1.0352169,-1.8881168,-2.3575423,-0.44078407,3.8290505,2.252932,3.2209587,0.40903187,-3.2501678,-2.4359734,6,1.96743655192256e-41,3.7995809376174e-12,0.00249133288183204,0.0343216016408166,3.11329748568108e-06,2.20816960403317e-05,0.962836382879958,0.000325487600070427,"Non-Oscines"
"12504","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg6.wav",0.0147058823529411,284.58023,24.336893,-48.754765,-4.4397736,-6.1630197,-15.439401,-3.4230943,-5.2276855,-1.3898387,1.2912235,8.848439,1.6548842,-3.128056,3.5972857,0.6233449,-6.528186,-0.6896738,0.5876621,-2.7091954,3.6604671,1.6664206,-2.015877,-0.8642292,-0.4704138,3.5076268,8.280069,8.088833,2.8592753,-5.062262,-3.7399619,2.4924874,0.90058184,-3.6670947,-0.65709305,-0.38961887,-1.1218796,2.2455392,2,7.42303804816984e-37,9.28647115178419e-31,0.599781157886875,2.57007259771816e-22,0.382996668158647,0.000108549676218809,2.25843475458422e-05,0.0170910399307149,"Non-Oscines"
"12505","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg4.wav",0.0147058823529411,279.42474,22.25812,-47.963257,-4.860387,-5.1027284,-16.296513,-1.5783311,-3.4087324,-0.55067205,4.5471225,6.482223,0.14761296,-2.228615,7.951967,-2.1380794,-5.26586,-1.1669892,-0.068054,-4.1419053,3.2382236,0.1847562,2.376191,-1.5775712,-4.579199,1.487083,7.8364596,7.6506195,2.5502331,-1.5153552,-4.146292,0.5948477,2.7241232,-1.4650507,2.0249367,1.0949502,-2.3356514,2.7357903,7,3.62271899464024e-42,9.72578668090909e-34,0.00301879920311084,1.72296222329761e-21,0.0163580004630311,4.18673059661067e-05,0.469122452860444,0.511458880167446,"Non-Oscines"
"12506","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Bernabe Lopez-Lanus","0000-00-00","Dawn","Argentina","Estancia El Potrero (casco), Gualeguaychu_Entre Rios",NA,NA,46422,"Elaenia_parvirostris_46422_seg1.wav",0.0147058823529411,265.62253,4.714851,-25.24621,-6.648957,13.812808,2.1948228,-2.0240588,-10.021388,12.522296,6.464629,6.181174,-4.662527,2.9081528,1.7691154,2.362659,-2.2187216,-6.4752307,2.440125,-2.5563836,2.0588202,2.9757442,0.012327345,-2.2719827,0.39374626,-1.0541704,4.30704,3.271802,-0.65226394,-1.640259,-1.3228154,-0.05074651,5.122205,-0.13015056,3.2748508,1.3808718,-3.1076527,-1.7017322,6,1.19757258685563e-44,3.55740698857457e-13,0.000178461044906294,0.00127609943330719,4.82248413496541e-06,5.4782699773799e-05,0.997270448954021,0.00121538538350388,"Non-Oscines"
"12507","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg5.wav",0.0147058823529411,286.96515,24.765839,-52.656574,-5.9998198,-7.8146167,-16.232822,-5.5209546,-6.10114,1.8976809,1.961692,6.9780912,-0.30582783,0.024813548,10.554523,-0.37317544,-7.8107324,-0.19639473,-1.2014985,-3.9682531,2.6931336,0.050501145,-1.1696674,0.4277604,-5.0301924,0.82931286,5.1499276,9.913754,2.242433,-2.2503314,-1.3813095,-1.7214515,0.80294394,-0.40116465,5.1046143,0.6876836,0.37607384,1.9760821,6,3.73218991538489e-52,2.50997208947193e-40,5.59260929552644e-05,3.00152886543323e-22,0.000123501534422504,6.69488640887177e-06,0.834965009314286,0.164848868171928,"Non-Oscines"
"12508","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Eduardo Quintanilla","2023-11-04","06:30","Argentina","Corrientes , Alvear.",NA,NA,918820,"Elaenia_parvirostris_918820_seg1.wav",0.0147058823529411,284.98676,21.706392,-51.121822,-5.162694,-7.149317,-18.89592,-3.1166224,-4.4098425,0.61402506,2.8806188,9.227148,1.62249,-1.5327755,5.320608,3.4970303,-6.151247,-2.1911142,0.6776943,-2.493881,0.002072964,-1.3953795,0.4898132,1.7694858,-1.8667727,0.9092765,4.7058315,6.6738405,0.91014016,-2.9505894,-2.099637,0.90921164,3.365695,-2.882268,3.3946419,1.3024678,-0.8620014,4.140315,7,2.62654235954983e-41,1.74275109470233e-35,0.155341351472353,2.96371851967525e-19,0.0753927959616835,2.64302904414556e-05,0.168185546598277,0.601053875677246,"Non-Oscines"
"12509","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Bernabe Lopez-Lanus","0000-00-00","Dawn","Argentina","Estancia El Potrero (casco), Gualeguaychu_Entre Rios",NA,NA,46422,"Elaenia_parvirostris_46422_seg5.wav",0.0147058823529411,258.24216,13.80262,-22.531662,2.3530977,11.3633995,-3.8334796,-2.148079,-7.231779,11.386184,3.8257763,6.023586,-0.10560519,2.7332146,-0.99198216,4.4544997,-2.671311,-1.7889979,3.8190114,-2.0818448,-0.36115286,5.3948274,1.04209,-4.529377,2.6855378,1.584852,2.6439643,-0.6040004,1.2765236,-4.229187,0.92076784,-0.708875,3.3900614,0.4049232,0.7900219,2.2556973,-2.5919647,-0.48802987,6,7.06601490408545e-40,1.10826144280503e-11,0.000355212204916879,0.00337886168416702,1.81108178552959e-05,5.72355034692361e-05,0.995692850474485,0.000497729304022801,"Non-Oscines"
"12510","Elaenia","Tyrannidae (Tyrant Flycatchers)","Elaenia_parvirostris","","Small-billed Elaenia","Bernabe Lopez-Lanus","0000-00-00","Dawn","Argentina","Estancia El Potrero (casco), Gualeguaychu_Entre Rios",NA,NA,46422,"Elaenia_parvirostris_46422_seg4.wav",0.0147058823529411,251.84042,13.925181,-20.438868,0.30822015,10.829856,-3.113119,-1.1418829,-8.909728,7.26706,5.9638286,9.241274,-2.573502,-1.0786194,-1.1397649,1.3485647,-0.1824016,-1.1311255,1.5223261,-2.0380287,1.8774598,2.684757,-0.40975,-1.1300559,1.8465788,-2.5986874,0.94472283,2.7259345,-1.7566305,-2.0805993,-1.5174251,-0.8669288,6.437609,-1.4438103,1.6360836,-2.1625419,1.5532265,1.8598795,6,3.96509796158267e-33,4.77004541639725e-08,0.00152648000999326,0.0461210817060575,4.67217336516023e-06,2.74646961288856e-05,0.952216704546636,0.000103549167364088,"Non-Oscines"
