"","gen","family","species","sub_species","common_name","recordist","date","time","country","location","lat","lng","bird","file_name","weights","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","gmm_cluster","gmm_prob_0","gmm_prob_1","gmm_prob_2","gmm_prob_3","gmm_prob_4","gmm_prob_5","gmm_prob_6","gmm_prob_7","oscine_group"
"571","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","John V. Moore","1992-08-00","?","Ecuador","Pichincha: Pasochoa",-0.459,-78.511,258651,"Acropternis_orthonyx_258651_seg10.wav",0.008130081300813,263.91745,-15.143745,13.971065,-24.59944,-3.905256,15.205467,15.28465,-6.231391,-2.939044,3.5594826,-0.16521129,9.064632,3.3332694,6.9669104,1.0147487,0.05473277,-1.8487017,-0.5406675,-2.652668,-3.7786715,-1.0798701,-2.0768554,-1.7693422,-0.51501787,2.7071981,-1.5245,-4.751172,-1.7852697,-0.018074933,-5.428592,1.9169894,-2.1868453,1.356333,1.1774769,-0.78804684,-2.3422222,-0.7455542,1,2.32801464480488e-05,0.999608864478608,3.43487335844421e-16,2.01033948762262e-25,3.56070626196983e-10,0.000367819841387297,2.22321988373832e-13,3.51772608056762e-08,"Non-Oscines"
"572","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Mitch Lysinger","1997-01-10","?","Ecuador","Napo: upper Cordillera de los Huacamayos",-0.623,-77.839,260851,"Acropternis_orthonyx_260851_seg5.wav",0.008130081300813,300.56543,-49.716225,3.479521,-22.022663,7.9005036,7.4706893,16.42906,-13.1073475,3.5855505,11.686877,-16.58629,7.961581,-14.061265,5.9935317,-0.030088112,0.6091006,0.24911198,-6.681467,-4.462121,-3.667967,-1.082166,-5.048379,-6.1238875,-2.8103774,-1.970231,-2.0281258,5.070756,-4.855858,3.933773,2.5160923,-1.5685629,4.693308,1.7168045,-1.2895126,2.5937843,-0.5130005,-2.116693,5,0.0178931838766668,0.00714958944165947,4.61672575006259e-35,6.19050271677041e-71,2.29082962858336e-14,0.974957226619241,2.90695175839655e-30,6.2409941871803e-11,"Non-Oscines"
"573","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Brian Cox","2002-11-24","00:00","Ecuador","Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,731668,"Acropternis_orthonyx_731668_seg2.wav",0.008130081300813,263.57318,-14.467556,17.34982,-18.116703,1.3179792,7.494704,14.667519,-10.198087,2.2732651,5.2397738,-9.410538,6.4639525,0.18373731,5.901764,-0.73061943,-2.9617572,-6.3857446,-3.5673776,-6.1016245,1.4138322,0.87682366,3.3654833,-3.3131878,0.48920503,-4.3236156,-4.6358314,3.7176566,-2.7952256,5.5148506,3.158548,1.8915133,0.18094616,-1.5618162,-5.2355614,1.0713549,0.67751503,2.5625064,1,0.0230830254530985,0.967439483252774,7.02175066350708e-21,6.92372264689581e-40,7.07312659599565e-10,0.00947745433279725,1.3149032907727e-20,3.62540156525964e-08,"Non-Oscines"
"574","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Bram Vogels","2019-11-16","00:00","Ecuador","Yangana (Arsenio Castillo), Loja, Loja",-4.3851,-79.1244,511701,"Acropternis_orthonyx_511701_seg1.wav",0.008130081300813,308.16513,-41.894024,9.577012,-23.390944,-4.2559795,-0.09412345,12.299809,6.9247894,0.7612381,5.930832,-16.971079,5.6116843,1.0957955,-7.0940905,-9.766762,-5.1091967,-0.033911105,2.0276637,-9.170019,6.764179,3.793668,4.1455975,-0.5013214,-1.149781,0.28023434,-5.9829955,-2.6710887,5.215149,-2.161909,-0.32070684,0.06185837,-5.592541,6.1516695,-1.1973896,4.0314207,4.4595947,-3.3809295,5,0.0853204183629054,9.29514629075169e-09,2.70230755037911e-29,2.03781830240453e-66,3.9384109967308e-12,0.914679367702049,3.39682220527285e-35,2.04635959901037e-07,"Non-Oscines"
"575","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg14.wav",0.008130081300813,292.47006,-20.798555,20.409395,-24.907803,0.120633624,6.70777,13.752539,-3.5534253,-0.9598863,-1.4592497,-15.179006,9.417397,-6.2971506,8.957591,-0.20278186,-6.44693,-4.837884,3.019626,-9.03853,2.3489764,2.2506442,6.2904553,-4.8631663,-9.416459,4.3605924,-4.862224,4.4427953,-3.5156174,0.69365984,-3.9968798,4.239051,2.3657687,3.0767496,-0.5357342,7.0104237,3.787796,6.3831863,5,0.0157943425631371,2.0452324411534e-06,4.62870669249138e-32,7.97094190139336e-69,4.5603596456018e-14,0.984203611997075,1.71460055855784e-30,2.07303573191375e-10,"Non-Oscines"
"576","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg15.wav",0.008130081300813,278.18607,-19.86815,22.056156,-22.59223,0.5401354,8.101958,12.274336,-3.3672173,2.4890501,-0.118913814,-13.625437,14.100098,-2.3232775,1.5259798,-0.764478,-1.3733662,-2.4274778,1.1237856,-11.826373,1.90126,0.15142864,2.4000418,-3.0087235,-2.9786391,4.686683,-1.3029262,-0.30292124,-3.1734192,-1.051007,-0.09787518,2.672541,0.13570702,1.2657846,0.7000103,2.9719663,2.9858532,2.4255722,5,0.0149919128621321,0.472982421234625,7.46491963315491e-25,1.19362412583235e-45,1.73234037536368e-12,0.512025622268446,1.8382409613603e-20,4.36330626622662e-08,"Non-Oscines"
"577","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Brian Cox","2002-11-24","00:00","Ecuador","Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,731668,"Acropternis_orthonyx_731668_seg3.wav",0.008130081300813,270.35254,-17.03101,12.997322,-19.54763,9.8921175,10.902087,21.69805,-12.010987,-0.0733668,5.2710285,-7.243361,6.1452503,-3.3210719,2.7238703,-1.2590171,-2.063314,-5.6166644,-1.5610185,-4.0578713,1.5483606,3.1116788,2.9687517,-3.0294673,-0.30593872,-0.50562185,-1.279028,-3.4580088,-3.6397486,1.106324,3.2586534,5.976804,-0.4215412,1.9143859,-3.3361492,2.392592,0.8783665,-0.52941746,1,0.000181401314428041,0.996447479775792,9.4170170176086e-23,1.85330286391237e-33,3.04782046319618e-11,0.00337110926180984,4.12992652569619e-22,9.61749011971237e-09,"Non-Oscines"
"578","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","orthonyx","Ocellated Tapaculo","Hans Matheve","2009-02-02","?","Venezuela","La Grita, Chorro El Indio National Park, Jauregui, Táchira",8.1565,-71.9073,202450,"Acropternis_orthonyx_202450_seg13.wav",0.008130081300813,282.194,-36.07827,5.6404014,-12.184215,5.558417,7.967554,4.325552,-11.570498,-1.9870785,7.785037,-6.2643995,7.085182,5.242696,5.796761,-8.339823,1.8561996,0.97903115,-2.1050024,-3.5455437,3.1026552,0.5929777,1.8127897,-1.9152573,13.031288,-2.366547,-3.0922847,6.3006344,-6.6826215,-5.143173,-0.83198875,0.21039072,0.51801574,4.1387143,0.64925003,2.071198,4.2915745,0.78071123,0,0.529447323750621,0.00437074881546471,2.24922549819287e-14,2.66193290242944e-28,0.0039479901466009,0.460330289118108,1.39942386653608e-15,0.00190364816918065,"Non-Oscines"
"579","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Mitch Lysinger","1997-01-10","?","Ecuador","Napo: upper Cordillera de los Huacamayos",-0.623,-77.839,260851,"Acropternis_orthonyx_260851_seg4.wav",0.008130081300813,299.37115,-43.53409,4.718957,-30.218918,15.72198,2.4581943,23.182537,-12.269184,2.0568569,8.696617,-17.925817,11.330186,-9.225196,-0.3955031,-0.23771484,-0.89562345,-7.5515285,-0.20353183,-2.3698263,-2.0771759,-0.10122449,3.0110648,-4.3855577,0.5052704,-5.072755,-4.8432674,5.1981344,-6.9408875,4.5882883,0.97468317,1.2040819,-1.5211445,3.168539,-0.65158653,-2.826476,7.4011707,-0.27269626,5,0.0124438698355935,4.76791792079709e-05,4.29842503754196e-38,3.09991002634532e-75,1.79199401274622e-17,0.987508450981823,2.66970839865067e-37,3.37465060087759e-12,"Non-Oscines"
"580","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","John V. Moore","1992-08-00","?","Ecuador","Pichincha: Pasochoa",-0.459,-78.511,258651,"Acropternis_orthonyx_258651_seg11.wav",0.008130081300813,261.8804,-16.540892,17.128271,-24.680828,-3.9832363,17.427801,10.116196,-8.863594,0.75352496,-2.825666,-0.11532478,9.78532,1.5563242,3.0784452,5.019751,-2.357946,-5.1307893,2.5515842,-2.5427105,0.15493442,-4.4563556,2.80686,-5.5366526,-1.6477393,-0.87888974,-0.5507559,-1.7502097,-1.3635933,-0.41697273,-2.9765856,2.3892553,-1.0626857,-1.1474167,1.5185394,2.445859,1.505436,0.32802242,1,2.44454014924494e-05,0.999824767149761,3.07660081398245e-16,3.5859916960941e-27,1.16199753640983e-10,0.000150731547596834,5.31346418499433e-13,5.57844183371452e-08,"Non-Oscines"
"581","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Diego Calderon-F.","2012-02-13","11:25","Colombia","Ventanas Peak Road, Jardin, Antioquia, W Andes",5.547,-75.794,95863,"Acropternis_orthonyx_95863_seg5.wav",0.008130081300813,259.29645,-18.856348,16.004637,-3.1514614,0.6263535,8.171033,6.119,-5.865977,6.294407,-1.4796999,0.09864081,17.637949,-1.4288146,6.9038725,3.8531754,6.580476,-3.3101532,0.06756337,2.2792256,-3.207689,0.1164557,-0.049100433,1.2604253,3.347043,-1.8419386,-1.7521007,-6.9164515,-0.88906085,-0.26722077,-1.9872867,1.5069596,2.9610465,1.3805934,-0.58730507,-1.7371216,-3.5189953,0.7620982,1,1.39298524110523e-07,0.987228602188495,1.55889146293879e-16,3.51390100062549e-15,2.50026163011803e-10,0.0127712109141136,6.96903317613643e-14,4.73487657612876e-08,"Non-Oscines"
"582","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","John V. Moore","1992-08-00","?","Ecuador","Pichincha: Pasochoa",-0.459,-78.511,258651,"Acropternis_orthonyx_258651_seg13.wav",0.008130081300813,262.17392,-16.227589,19.099161,-22.617178,-3.4304569,13.552566,11.395338,-6.02441,-2.0122104,3.4223914,-3.132249,6.7249517,3.198651,3.8651686,-0.47594514,-1.6619749,-2.6411936,0.90083224,-5.185052,-0.90717155,-1.9312532,-0.69089884,-2.5762289,1.8366983,-0.7077574,3.2738023,-1.3820425,-3.565341,2.4622266,-1.0355432,1.3410048,-3.543513,-0.67682064,1.7554455,4.210763,-1.536871,0.78217465,1,1.041154392639e-06,0.999990312965653,5.87565160414138e-18,5.04809914819299e-25,3.28537475985568e-12,8.64222579951541e-06,1.15232883031135e-12,3.64971587147376e-09,"Non-Oscines"
"583","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Mitch Lysinger","1997-01-10","?","Ecuador","Napo: upper Cordillera de los Huacamayos",-0.623,-77.839,260851,"Acropternis_orthonyx_260851_seg6.wav",0.008130081300813,303.35754,-43.619373,6.9390173,-24.060684,7.258161,6.9075394,15.924968,-11.664877,-2.5402148,9.906603,-15.347788,7.759807,-9.6788435,10.435303,1.3554521,1.1472462,-2.9096532,-8.633059,-5.4397163,3.536683,-0.68665844,-1.7153527,0.20997745,-1.9229591,-1.8046817,-7.484977,-0.30946755,-3.74009,-2.48893,2.5062695,0.7719223,2.0664783,-0.83199525,2.5227451,1.3417082,1.4459019,-6.7296715,5,0.444088877315381,0.0161136307191853,2.893346745821e-32,1.98633499094113e-63,1.43955213292881e-11,0.539797491703587,3.15293758470102e-31,2.47448762101324e-10,"Non-Oscines"
"584","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Brian Cox","2002-11-24","00:00","Ecuador","Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,731668,"Acropternis_orthonyx_731668_seg1.wav",0.008130081300813,264.98837,-19.050303,22.025673,-22.481606,4.7829475,7.18251,17.960588,-12.25224,1.1376463,4.5463524,-10.148734,10.7806015,-1.0165862,5.0510063,-1.1390771,-2.7646716,-1.7408968,0.96573395,-3.4479375,-1.5563829,2.806807,-0.8467097,-1.8485956,-1.2947923,1.9659737,-1.3911176,-1.8334026,0.63911784,-1.6165999,0.39945737,-0.76584613,0.47002596,-0.43519878,1.4435692,2.0540352,-0.41779518,-0.24142703,1,1.72875576858877e-05,0.999946774872112,4.48983520479106e-25,1.16406245253819e-38,8.59719579367694e-14,3.59373534831359e-05,1.73482331118047e-20,2.16634734869894e-10,"Non-Oscines"
"585","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Bram Vogels","2019-11-16","00:00","Ecuador","Yangana (Arsenio Castillo), Loja, Loja",-4.3851,-79.1244,511701,"Acropternis_orthonyx_511701_seg2.wav",0.008130081300813,311.88388,-38.17335,9.083701,-16.858562,-1.6071535,0.8687194,9.483378,7.2023706,-0.5982936,2.7921126,-12.710406,2.8470612,-2.5888598,-4.874353,-2.8915107,-3.0190883,-0.34617737,1.5594887,-6.6754804,7.6200366,6.4221687,3.4246278,-3.4959643,-2.912505,1.7259834,-3.340333,-5.3504605,1.5700759,-1.0616794,2.222683,3.6823065,-2.5017025,4.2615194,-3.2415752,2.9890795,2.465271,-2.282612,5,0.00326561827232324,0.0122230213125366,7.1440953261175e-21,4.47265683835423e-40,8.9646153856035e-10,0.984509721206439,1.61204855143863e-21,1.63831223977975e-06,"Non-Oscines"
"586","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg17.wav",0.008130081300813,288.41537,-20.577724,20.33082,-26.05722,-0.36557332,8.7721405,11.849138,-1.9841318,1.8981409,0.7642398,-17.630573,14.409998,-3.7591991,0.8039384,2.2451377,-2.7067375,-1.1998106,-3.5590746,-10.007258,0.09670709,6.1530104,2.6964157,-3.9043286,0.5355409,7.7766333,-2.6413825,-4.5192623,-2.6600661,-1.6421537,-0.97555166,3.4718347,-0.97998494,2.2744856,1.3992176,7.6291165,4.7413616,3.6694152,5,4.21774117233228e-06,0.000339303214338154,6.99372666427895e-34,7.72405980476036e-67,2.93728988330159e-15,0.999656478995768,5.20387105736001e-26,4.87186314531884e-11,"Non-Oscines"
"587","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg16.wav",0.008130081300813,277.4252,-20.20814,24.021263,-22.506115,-2.0397856,6.9484253,13.408042,-0.43050253,5.7584486,2.9213097,-11.8648,15.130327,-1.6096784,0.95466197,-5.4644947,0.98793393,-3.5544062,-3.1617439,-11.408646,1.697127,4.254758,5.1292524,-2.4642956,0.47708717,6.17615,0.36868882,-4.14085,1.1499368,-1.8451139,-4.982434,4.3605556,-0.38830465,1.9879841,5.2553425,3.9748235,5.302801,5.1912713,5,0.000546675744422186,4.2638705359966e-05,1.8237413375215e-29,2.03328274788536e-58,3.1451566065591e-12,0.999410673784795,1.9743822685384e-24,1.17622809978119e-08,"Non-Oscines"
"588","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Bram Vogels","2019-11-16","00:00","Ecuador","Yangana (Arsenio Castillo), Loja, Loja",-4.3851,-79.1244,511701,"Acropternis_orthonyx_511701_seg3.wav",0.008130081300813,312.81247,-30.616022,11.151631,-18.729757,-4.046407,1.0599587,9.488695,1.3646208,-1.0041369,-0.87619925,-11.467674,0.25029927,1.519623,-2.0615518,-5.1902356,-3.9491823,-4.4203844,-0.84789526,-7.032981,5.5479145,5.992524,4.30545,-6.6881886,1.6623807,3.4486785,-7.4731245,1.4662437,8.828554,-2.281128,1.4077908,6.245674,-3.4817069,2.7309847,-1.2829075,2.342328,0.09334564,-3.8495739,0,0.755331995018562,0.00245170088006536,1.27876601497856e-23,1.20342727081724e-49,9.48427546317152e-10,0.242216291954789,7.48955263987105e-26,1.11981564678515e-08,"Non-Oscines"
"589","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","orthonyx","Ocellated Tapaculo","Hans Matheve","2009-02-02","?","Venezuela","La Grita, Chorro El Indio National Park, Jauregui, Táchira",8.1565,-71.9073,202450,"Acropternis_orthonyx_202450_seg10.wav",0.008130081300813,311.31973,-42.860916,16.434875,-36.58495,4.7961264,-1.1083682,25.841814,-5.018145,4.1854115,4.514165,-14.740345,20.204802,-6.7769117,3.0104644,-0.21980277,3.914073,-4.0734076,-5.8658137,-14.544933,8.124707,4.5087924,0.42353326,0.2977868,1.3432455,-3.2770262,-1.3807588,-2.375799,-0.37933996,5.4669356,-4.9771695,-2.7342062,0.31502116,1.2249236,5.96743,1.6505136,1.4726238,2.9007163,5,2.05299393100704e-05,3.3720265240749e-08,3.08127119567808e-56,4.22915495076247e-113,1.07216792327863e-24,0.999979436340424,2.84416049827482e-42,6.35442395640143e-18,"Non-Oscines"
"590","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Mitch Lysinger","1997-01-10","?","Ecuador","Napo: upper Cordillera de los Huacamayos",-0.623,-77.839,260851,"Acropternis_orthonyx_260851_seg7.wav",0.008130081300813,294.59058,-43.507378,6.773714,-22.037136,14.680582,1.2495944,17.325298,-12.050091,2.1886277,10.43217,-12.092977,6.7870173,-12.072004,3.0279326,-1.7793381,2.9962924,-0.5481925,-11.585029,-5.4546504,-0.8092574,-0.338776,-0.6993204,-1.1747488,-1.1155871,-0.108014375,-5.5819206,0.9624782,-5.309306,-0.47381213,4.404418,1.2870685,6.569102,-2.9178853,6.5906734,-6.017514,3.123335,-7.9023695,5,5.52425323917928e-05,6.08358274367216e-05,4.2845962879594e-29,7.24712484426181e-59,2.55795195831382e-12,0.999883921140921,1.52896303646935e-27,4.96691566554655e-10,"Non-Oscines"
"591","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","John V. Moore","1992-08-00","?","Ecuador","Pichincha: Pasochoa",-0.459,-78.511,258651,"Acropternis_orthonyx_258651_seg12.wav",0.008130081300813,261.38013,-13.942268,24.119362,-20.744831,-5.0340366,18.321596,7.996319,-5.3183327,-0.5669548,4.249263,-1.0483928,6.191872,2.5600889,6.705976,-0.22162196,1.6412641,-6.5912094,5.317804,-4.565628,3.2104988,-1.4620236,2.834246,-1.5503895,-6.0367146,0.27366787,-2.3404367,-3.7414541,-5.53087,0.93661916,-0.092858896,1.1434574,-0.36048198,-0.9855139,1.8867207,3.1311045,0.8438797,3.8046997,1,0.00967565050523249,0.97113177200634,5.47759170815997e-15,1.30854803948345e-24,1.76288196636442e-07,0.0190698843668654,1.59312315835386e-10,0.000122516674048143,"Non-Oscines"
"592","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Diego Calderon-F.","2012-02-13","11:25","Colombia","Ventanas Peak Road, Jardin, Antioquia, W Andes",5.547,-75.794,95863,"Acropternis_orthonyx_95863_seg4.wav",0.008130081300813,262.52524,-22.38644,20.56029,-10.234068,-2.943018,3.0665507,0.05529294,-3.0022156,11.405407,-5.7646503,-2.1560516,13.726002,-7.406778,5.548683,2.8945987,5.1508923,-7.020157,3.778965,-2.2778542,2.6273632,2.6420715,2.580169,2.1360044,2.5519018,0.6007218,-3.1041052,-0.918323,-8.155855,-3.2517219,6.4191937,-0.0843731,5.2703733,1.6413455,-0.2602005,0.19047451,3.8467026,-2.5603368,1,0.000203017137851785,0.693593242964372,2.06323429212469e-14,4.83826900000448e-20,1.15329812165074e-08,0.306203610495137,1.16276718301943e-22,1.17869636239393e-07,"Non-Oscines"
"593","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Mitch Lysinger","1997-01-10","?","Ecuador","Napo: upper Cordillera de los Huacamayos",-0.623,-77.839,260851,"Acropternis_orthonyx_260851_seg3.wav",0.008130081300813,295.9252,-36.389584,-0.2027205,-30.170942,13.453631,1.9074925,19.561556,-11.442434,-6.1271644,9.9243355,-16.485723,3.0084517,-7.841588,3.1208873,3.2363126,-3.116174,-2.4229844,-1.4029049,-9.142825,-3.2301846,2.030686,2.9716272,-2.5245419,-0.11293376,-0.63674104,-3.573799,5.0561924,-5.592906,-3.5065985,-4.752006,4.5120115,1.4167832,-1.2000442,0.4471035,-4.7289667,3.1664047,-2.8107882,0,0.5978695236491,0.0191932464669269,7.47339283449507e-30,4.22895088599461e-64,2.05082045049155e-12,0.382937229874649,1.21800498508771e-36,7.27204323310085e-12,"Non-Oscines"
"594","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","orthonyx","Ocellated Tapaculo","Hans Matheve","2009-02-02","?","Venezuela","La Grita, Chorro El Indio National Park, Jauregui, Táchira",8.1565,-71.9073,202450,"Acropternis_orthonyx_202450_seg14.wav",0.008130081300813,280.94092,-31.848537,14.611897,-9.597862,7.484682,11.531092,6.2585416,-14.733037,-4.2234344,2.2425156,-5.6334486,9.059597,-1.150695,4.602841,-0.27760458,-3.5248244,4.560622,-1.2474215,0.18017857,3.9118004,4.293817,2.892594,-1.3569458,3.6121995,4.6445866,-5.044238,1.5719914,-1.9514169,0.6309133,-2.058056,3.534545,-5.0905023,0.0132418275,-1.4280052,5.583006,3.6967049,8.508029,0,0.990490486854585,0.000314679535250791,1.94775524634494e-14,2.16448241871489e-33,2.04696482496647e-06,0.00918950786475886,7.09626365460761e-19,3.27878055939615e-06,"Non-Oscines"
"595","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Brian Cox","2002-11-24","00:00","Ecuador","Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,731668,"Acropternis_orthonyx_731668_seg4.wav",0.008130081300813,265.61652,-20.54824,17.505827,-22.937792,6.6090045,8.432747,14.104418,-12.070939,-0.18055035,6.246451,-9.664531,8.945162,-1.2655979,3.6678839,-1.2738363,-4.0844917,1.5449063,2.134117,-8.581375,-1.1655593,1.3268023,3.941212,-2.7581105,2.994408,0.8955676,-4.540115,-0.3068661,-3.9353104,-0.4029158,2.26518,1.4626681,-1.6227787,-0.71113837,2.6623707,6.034999,3.2291985,0.6809841,1,0.00146849198749105,0.991687933012839,7.38051448452559e-26,1.50713922733758e-45,1.99165435622547e-12,0.0068435536843631,5.83872728296001e-19,2.1313316322206e-08,"Non-Oscines"
"596","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","Fabrice Schmitt","2017-08-12","10:00","Colombia","Reserva Rio Blanco, Aguas de Manizales, Manizales",5.0737,-75.4378,428484,"Acropternis_orthonyx_428484_seg10.wav",0.008130081300813,304.08334,-51.527615,11.055413,-28.624548,-0.57036096,14.801285,14.307067,-7.3885517,-0.95703995,6.566271,-7.0963755,0.059026677,2.67266,12.169432,2.1953785,-1.8773444,-1.4645375,-13.645772,-8.545969,5.8033547,1.3062435,-4.520825,-4.092968,-1.2241955,3.0910046,2.4782426,5.5443635,6.402794,-2.0353563,4.8886557,6.542838,-5.6476994,-5.643154,-3.7248096,5.504998,1.7017326,4.1131067,0,0.980396958118766,4.52909903007985e-07,2.26746533238013e-38,1.39641647950649e-81,4.47834104472198e-13,0.0196025889707327,2.89212741976927e-42,1.49993866041427e-13,"Non-Oscines"
"597","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg12.wav",0.008130081300813,273.82877,-19.594345,24.828278,-29.6558,2.4960291,6.377974,10.1115265,-0.04177728,2.444881,1.0365627,-10.965386,14.408755,-7.531875,1.4079283,4.3879404,-3.08778,-6.650775,-1.2675993,-9.989639,2.8061025,1.0325844,-1.3308005,-0.8826392,2.7761595,0.8426186,-3.0355422,3.2067728,-2.3394084,6.8569303,-6.5029297,-0.14792079,3.2100165,4.990976,0.9873886,2.3433466,4.143175,2.8358073,5,1.88449210102977e-05,0.0185842604449694,7.59294911775058e-24,4.1906803056986e-50,5.98455065603415e-14,0.981396891860824,1.663833848841e-17,2.77313426517237e-09,"Non-Oscines"
"598","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","","Ocellated Tapaculo","David Edwards","2012-01-00","16:00","Colombia","Alto de Ventanas",5.5374,-75.8029,119694,"Acropternis_orthonyx_119694_seg13.wav",0.008130081300813,281.09128,-15.7984915,27.677736,-25.618603,0.51387554,6.9925895,14.430623,2.4389906,1.5994934,-1.0475447,-14.626589,13.855282,-5.918918,0.471931,-1.020203,-0.6973507,-6.564163,-0.519463,-10.642229,7.722841,2.8993928,5.95261,0.8872578,-3.3527348,3.4730306,-5.6033983,0.35567948,-3.2292187,2.7868211,-1.6415272,3.0955043,0.98646635,2.0336165,-0.982254,1.5189381,5.571993,4.1279716,5,0.000191776185638382,3.57890181954725e-05,8.57900718457682e-30,1.37894352340473e-56,1.10349445458385e-14,0.999772433772485,8.2281183656759e-22,1.02366925326071e-09,"Non-Oscines"
"599","Acropternis","Rhinocryptidae (Tapaculos)","Acropternis_orthonyx","infuscatus","Ocellated Tapaculo","Brian Cox","2002-11-24","00:00","Ecuador","Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,731668,"Acropternis_orthonyx_731668_seg5.wav",0.008130081300813,264.4476,-14.574174,18.303696,-16.536797,5.657616,6.3645334,15.37743,-8.216314,0.1180037,3.028126,-10.014922,13.058258,-3.777252,2.4400563,-4.666173,0.27091444,0.7803175,0.5902642,-0.06525593,1.26078,1.4061425,1.7118417,-3.2541933,1.2395841,-0.6777953,-0.60923266,-2.075843,-1.2213789,-1.2445687,1.3073808,1.0527161,4.169892,0.49096644,-3.6404896,-1.4355698,-3.2456493,0.31268555,1,2.63913170788776e-07,0.999949721687413,2.31020992054652e-20,4.35134902529156e-27,6.10418362528873e-12,5.00134417764165e-05,1.33807416734206e-14,9.51519224721185e-10,"Non-Oscines"
