Iteration	Posterior	Likelihood	Prior	rho[3][4]
0	-8970.168	0	-8970.168	0.206886
500	-1808.775	0	-1808.775	0.4537586
1000	-1740.946	0	-1740.946	0.4478996
1500	-1643.105	0	-1643.105	0.4219833
2000	-1550.207	0	-1550.207	0.4851178
2500	-1546.959	0	-1546.959	0.3621978
3000	-1585.54	0	-1585.54	0.4577144
3500	-1556.264	0	-1556.264	0.4414866
4000	-1582.158	0	-1582.158	0.4170893
4500	-1564.021	0	-1564.021	0.4522275
5000	-1640.023	0	-1640.023	0.3859825
5500	-1632.329	0	-1632.329	0.3693132
6000	-1618.508	0	-1618.508	0.3246714
6500	-1578.183	0	-1578.183	0.4342974
7000	-1602.245	0	-1602.245	0.3439156
7500	-1639.756	0	-1639.756	0.3200991
8000	-1620.841	0	-1620.841	0.3041324
8500	-1576.081	0	-1576.081	0.3156677
9000	-1611.178	0	-1611.178	0.4481489
9500	-1630.709	0	-1630.709	0.491833
10000	-1602.402	0	-1602.402	0.4003642
10500	-1529.157	0	-1529.157	0.4584672
11000	-1546.89	0	-1546.89	0.5477486
11500	-1573.337	0	-1573.337	0.6349606
12000	-1514.767	0	-1514.767	0.6006485
12500	-1578.12	0	-1578.12	0.5607127
13000	-1599.135	0	-1599.135	0.5578941
13500	-1606.29	0	-1606.29	0.588653
14000	-1611.055	0	-1611.055	0.47485
14500	-1623.345	0	-1623.345	0.4893832
15000	-1646.889	0	-1646.889	0.5802377
15500	-1573.651	0	-1573.651	0.5389708
16000	-1518.827	0	-1518.827	0.6964638
16500	-1607.764	0	-1607.764	0.6360589
17000	-1596.119	0	-1596.119	0.582438
17500	-1588.254	0	-1588.254	0.7146952
18000	-1580.294	0	-1580.294	0.6438459
18500	-1621.172	0	-1621.172	0.6099896
19000	-1621.057	0	-1621.057	0.6720819
19500	-1604.094	0	-1604.094	0.5609301
20000	-1620.381	0	-1620.381	0.4726048
20500	-1675.906	0	-1675.906	0.4244414
21000	-1646.051	0	-1646.051	0.5716551
21500	-1554.761	0	-1554.761	0.5106174
22000	-1507.099	0	-1507.099	0.4717871
22500	-1546.96	0	-1546.96	0.4670164
23000	-1509.1	0	-1509.1	0.4779087
23500	-1464.259	0	-1464.259	0.6314913
24000	-1473.921	0	-1473.921	0.6368055
24500	-1491.183	0	-1491.183	0.6064388
25000	-1569.234	0	-1569.234	0.5287084
25500	-1533.928	0	-1533.928	0.4101049
26000	-1553.306	0	-1553.306	0.5238127
26500	-1576.887	0	-1576.887	0.6431639
27000	-1578.989	0	-1578.989	0.575008
27500	-1630.115	0	-1630.115	0.4737337
28000	-1607.41	0	-1607.41	0.5549093
28500	-1575.744	0	-1575.744	0.4346106
29000	-1580.833	0	-1580.833	0.4594586
29500	-1607.698	0	-1607.698	0.5772001
30000	-1583.456	0	-1583.456	0.3095106
30500	-1654.712	0	-1654.712	0.2273447
31000	-1568.805	0	-1568.805	0.6457775
31500	-1539.819	0	-1539.819	0.633833
32000	-1607.303	0	-1607.303	0.6329124
32500	-1517.301	0	-1517.301	0.6853104
33000	-1575.741	0	-1575.741	0.641188
33500	-1579.85	0	-1579.85	0.593954
34000	-1555.25	0	-1555.25	0.5350511
34500	-1513.215	0	-1513.215	0.5428083
35000	-1584.855	0	-1584.855	0.577667
35500	-1570.425	0	-1570.425	0.591322
36000	-1544.934	0	-1544.934	0.5086696
36500	-1482.396	0	-1482.396	0.6121754
37000	-1541.212	0	-1541.212	0.634413
37500	-1482.042	0	-1482.042	0.7157229
38000	-1514.111	0	-1514.111	0.597717
38500	-1562.595	0	-1562.595	0.6017922
39000	-1616.445	0	-1616.445	0.6200912
39500	-1622.335	0	-1622.335	0.6132272
40000	-1592.374	0	-1592.374	0.6519941
40500	-1502.145	0	-1502.145	0.5509155
41000	-1542.148	0	-1542.148	0.5553267
41500	-1524.316	0	-1524.316	0.4403765
42000	-1512.207	0	-1512.207	0.6065135
42500	-1515.692	0	-1515.692	0.6044578
43000	-1540.497	0	-1540.497	0.3524847
43500	-1566.263	0	-1566.263	0.491052
44000	-1546.54	0	-1546.54	0.7026992
44500	-1574.69	0	-1574.69	0.4469789
45000	-1495.015	0	-1495.015	0.692608
45500	-1512.429	0	-1512.429	0.674141
46000	-1540.762	0	-1540.762	0.6315749
46500	-1571.514	0	-1571.514	0.5767839
47000	-1502.568	0	-1502.568	0.6870331
47500	-1447.866	0	-1447.866	0.7152952
48000	-1473.477	0	-1473.477	0.7313554
48500	-1558.693	0	-1558.693	0.541208
49000	-1553.918	0	-1553.918	0.6693974
49500	-1530.289	0	-1530.289	0.7502804
