Iteration	Posterior	Likelihood	Prior	rho[1][3]
0	-8970.168	0	-8970.168	-0.7250744
500	-1808.775	0	-1808.775	-0.5721817
1000	-1740.946	0	-1740.946	-0.5683846
1500	-1643.105	0	-1643.105	-0.6044482
2000	-1550.207	0	-1550.207	-0.657583
2500	-1546.959	0	-1546.959	-0.6103123
3000	-1585.54	0	-1585.54	-0.7169438
3500	-1556.264	0	-1556.264	-0.641343
4000	-1582.158	0	-1582.158	-0.5635416
4500	-1564.021	0	-1564.021	-0.5609785
5000	-1640.023	0	-1640.023	-0.5405836
5500	-1632.329	0	-1632.329	-0.596089
6000	-1618.508	0	-1618.508	-0.6947764
6500	-1578.183	0	-1578.183	-0.6745266
7000	-1602.245	0	-1602.245	-0.5898532
7500	-1639.756	0	-1639.756	-0.6164163
8000	-1620.841	0	-1620.841	-0.5469445
8500	-1576.081	0	-1576.081	-0.6201556
9000	-1611.178	0	-1611.178	-0.5737415
9500	-1630.709	0	-1630.709	-0.592674
10000	-1602.402	0	-1602.402	-0.5566013
10500	-1529.157	0	-1529.157	-0.5419338
11000	-1546.89	0	-1546.89	-0.4579968
11500	-1573.337	0	-1573.337	-0.5168512
12000	-1514.767	0	-1514.767	-0.5332923
12500	-1578.12	0	-1578.12	-0.5652017
13000	-1599.135	0	-1599.135	-0.4907398
13500	-1606.29	0	-1606.29	-0.3896345
14000	-1611.055	0	-1611.055	-0.3856875
14500	-1623.345	0	-1623.345	-0.3701717
15000	-1646.889	0	-1646.889	-0.3995167
15500	-1573.651	0	-1573.651	-0.3992343
16000	-1518.827	0	-1518.827	-0.4319309
16500	-1607.764	0	-1607.764	-0.4115909
17000	-1596.119	0	-1596.119	-0.3161109
17500	-1588.254	0	-1588.254	-0.2340347
18000	-1580.294	0	-1580.294	-0.3477663
18500	-1621.172	0	-1621.172	-0.1662609
19000	-1621.057	0	-1621.057	-0.5857082
19500	-1604.094	0	-1604.094	-0.5386055
20000	-1620.381	0	-1620.381	-0.5280689
20500	-1675.906	0	-1675.906	-0.4060773
21000	-1646.051	0	-1646.051	-0.4714891
21500	-1554.761	0	-1554.761	-0.4905577
22000	-1507.099	0	-1507.099	-0.4562551
22500	-1546.96	0	-1546.96	-0.5122154
23000	-1509.1	0	-1509.1	-0.6190422
23500	-1464.259	0	-1464.259	-0.6574304
24000	-1473.921	0	-1473.921	-0.6697326
24500	-1491.183	0	-1491.183	-0.6810328
25000	-1569.234	0	-1569.234	-0.6710732
25500	-1533.928	0	-1533.928	-0.6492324
26000	-1553.306	0	-1553.306	-0.5837638
26500	-1576.887	0	-1576.887	-0.5004377
27000	-1578.989	0	-1578.989	-0.6545808
27500	-1630.115	0	-1630.115	-0.4927299
28000	-1607.41	0	-1607.41	-0.6409665
28500	-1575.744	0	-1575.744	-0.5846146
29000	-1580.833	0	-1580.833	-0.5007389
29500	-1607.698	0	-1607.698	-0.5511342
30000	-1583.456	0	-1583.456	-0.5478282
30500	-1654.712	0	-1654.712	-0.4001136
31000	-1568.805	0	-1568.805	-0.5111393
31500	-1539.819	0	-1539.819	-0.51285
32000	-1607.303	0	-1607.303	-0.4308599
32500	-1517.301	0	-1517.301	-0.4771503
33000	-1575.741	0	-1575.741	-0.608797
33500	-1579.85	0	-1579.85	-0.4893694
34000	-1555.25	0	-1555.25	-0.5735179
34500	-1513.215	0	-1513.215	-0.5009017
35000	-1584.855	0	-1584.855	-0.354115
35500	-1570.425	0	-1570.425	-0.5403785
36000	-1544.934	0	-1544.934	-0.5931043
36500	-1482.396	0	-1482.396	-0.6161285
37000	-1541.212	0	-1541.212	-0.5795591
37500	-1482.042	0	-1482.042	-0.5653521
